Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,Realtor,Price_CLP_MM,F_homicidio,T_homicidio,R_homicidio,F_rlh,T_rlh,R_rlh,F_rlnh,T_rlnh,R_rlnh,F_r_veh,T_r_veh,R_r_veh,F_r_violencia,T_r_violencia,R_r_violencia,F_violacion,T_violacion,R_violacion,Sector
LaReina,LaReina,5,5.0,393.0,2180.0,10.0,PROPERTY BROKER  Gestión Inmobiliaria,1049.9,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
Colina,PiedraRoja/Chicureo,7,5.0,410.0,5000.0,4.0,Unne,854.16,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LaFlorida,LafloridaGerónimoAlderete,6,3.0,154.0,200.0,2.0,Grupo Premium Propiedades Santiago,262.37,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LaReina,C.Ossandón/j.Zapiola,5,4.0,176.0,293.0,2.0,Vivaqui Propiedades,569.44,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
Vitacura,CandelariaGoyenechea,4,2.0,337.0,165.0,3.0,Unne,658.42,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Santiago,Claudiogayhabitacional-educacional,5,3.0,220.0,310.0,2.0,Unne,640.62,55,10.4,crítico,488,92.6,bajo,1822,345.7,medio,1805,342.5,crítico,5993,1137.2,crítico,163,30.9,crítico,Centro
Maipú,Maipú,4,2.0,115.0,136.0,2.0,Agente Propiedades,140.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Maipú,entrereysalomonyadrianaperezllona2,3,2.0,88.0,138.0,1.0,Unne,150.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LaFlorida,CanallasPerdicesAvdaMaculAlto,4,3.0,109.0,211.0,2.0,Mi Llave,255.22,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Vitacura,Locurro,10,7.0,600.0,6000.0,10.0,Vivaqui Propiedades,1299.04,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Melipilla,Lospeumos/lospeumos,3,1.0,89.0,230.0,1.0,Propiedades Centro Santiago SPA,55.0,7,4.8,alto,325,223.2,alto,615,422.4,alto,113,77.6,medio,451,309.8,medio,31,21.3,medio,Surponiente
Pudahuel,CasaencondominioCiudaddelosValles!,4,4.0,165.0,532.0,2.0,Easyprop,416.4,11,4.3,medio,340,131.5,medio,788,304.8,medio,410,158.6,medio,1760,680.8,alto,44,17.0,medio,Norponiente
Peñalolén,Peñalolén,5,2.0,180.0,110.0,1.0,FC INMOBILIARIOS,123.85,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Peñalolén,EntreAvenidaElValleyConsistorial,3,4.0,140.0,300.0,4.0,Mi Llave,311.41,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
PuenteAlto,EstaciónSierraNevada/VillaEstacionesFerroviarias/PuenteAlto,4,2.0,87.0,90.0,1.0,Unne,71.18,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Maipú,JoseManuelIrarrazavalYC61492/Capri,3,1.0,69.0,138.0,2.0,Propiedades Centro Santiago SPA,125.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LaReina,LaReina,5,4.0,170.0,245.0,3.0,Agente Propiedades,451.99,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
LaFlorida,CasaenRojasMagallanesenLaFlorida,5,4.0,194.0,454.0,2.0,Mi Llave,370.14,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LaFlorida,SanJorge/AvdaMéxico,3,1.0,61.0,124.0,2.0,Vivaqui Propiedades,91.0,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Maipú,SanBonifacioconSantaBeatriz,4,2.0,110.0,125.0,2.0,Unne,153.04,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
ElBosque,ClaudioArrau/MonseñorLarrain,3,1.0,88.0,115.0,1.0,Jorge Pablo Caro Propiedades,94.31,12,7.0,alto,155,90.5,bajo,307,179.3,bajo,379,221.4,alto,1133,661.8,alto,40,23.4,alto,Sur
Providencia,Elaguilucho,7,3.0,200.0,350.0,2.0,Mi Llave,476.91,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
LoBarnechea,Huinganal/CaminoElYunque,5,5.0,378.0,900.0,3.0,Easyprop,1064.14,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LaFlorida,Avenidamexico,2,1.0,98.0,150.0,3.0,Unne,130.0,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Maipú,AvenidaNuevaSanMartín,3,1.0,70.0,140.0,2.0,Unne,140.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
PuenteAlto,PuenteAlto,3,1.0,67.0,105.0,1.0,Agente Propiedades,82.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Colina,padredamian,3,4.0,192.0,500.0,2.0,Unne,494.7,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
ElBosque,ElBosque,3,1.0,80.0,360.0,5.0,Agente Propiedades,195.74,12,7.0,alto,155,90.5,bajo,307,179.3,bajo,379,221.4,alto,1133,661.8,alto,40,23.4,alto,Sur
Pudahuel,EXCELENTEcasaencalleelsol162m2idealinversionista,3,2.0,93.0,162.0,2.0,Grupo Premium Propiedades Santiago,84.9,11,4.3,medio,340,131.5,medio,788,304.8,medio,410,158.6,medio,1760,680.8,alto,44,17.0,medio,Norponiente
Colina,Chicureo,5,5.0,5000.0,278.0,10.0,Tradehouse,587.24,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LaFlorida,LaFlorida,3,1.0,89.0,120.0,1.0,Agente Propiedades,124.56,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Colina,Colina,11,4.0,184.0,184.0,3.0,Agente Propiedades,78.0,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LaFlorida,Elhuallesur-lastinajas,4,3.0,134.0,185.0,2.0,Unne,235.0,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Independencia,Av.EinteinconAv.Independencia,5,3.0,200.0,380.0,1.0,Easyprop,142.36,7,4.7,alto,109,72.6,bajo,331,220.6,medio,404,269.2,alto,954,635.7,alto,34,22.7,alto,Norte
LoBarnechea,EspectacularesvistasdesdeCerrodelmedio,5,4.0,260.0,1226.0,4.0,Easyprop,1344.95,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Maipú,LosOcéanos,3,2.0,70.0,70.0,1.0,Houm,95.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LaReina,FernandoCastilloVelascoconpepeVilla,4,4.0,179.0,300.0,3.0,Grupo Premium Propiedades Santiago,565.88,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
Vitacura,LosLaureles,3,4.0,134.0,231.0,1.0,Sucursal Cantagallo,601.12,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LaReina,echeñiquelareina,5,4.0,190.0,510.0,4.0,Todo Propiedades,594.35,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
Renca,Topocalma,3,2.0,108.0,156.0,4.0,Unne,110.0,12,7.4,alto,185,113.8,medio,406,249.8,medio,346,212.9,alto,1109,682.4,alto,30,18.5,medio,Norponiente
PuenteAlto,PuenteAlto,3,3.0,83.0,120.0,1.0,Agente Propiedades,157.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Quilicura,LoMarcoletaYC55248/SantaLuisa,2,2.0,52.0,67.0,1.0,Propiedades Centro Santiago SPA,75.0,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
LasCondes,IsabellaCatólica/Flandes,3,3.0,204.0,204.0,2.0,Mauricio Pino Propiedades,599.69,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PuenteAlto,PuenteAlto,3,3.0,74.0,220.0,3.0,Agente Propiedades,165.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Quilicura,HermosoTownhouse,4,3.0,113.0,115.0,2.0,Unne,195.74,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
Peñaflor,CaminoLosNogalesdeSantoToribio,7,6.0,325.0,5000.0,15.0,Grupo Premium Propiedades Santiago,385.0,3,2.9,medio,213,204.6,alto,407,390.9,alto,124,119.1,medio,259,248.8,medio,18,17.3,medio,Surponiente
LaFlorida,LaFlorida,3,2.0,85.0,105.0,1.0,Agente Propiedades,174.04,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
PedroAguirreCerda,PedroAguirreCerda,5,3.0,141.0,176.0,2.0,Agente Propiedades,145.0,9,8.5,crítico,206,193.4,alto,317,297.7,medio,232,217.8,alto,701,658.2,alto,28,26.3,alto,Sur
LasCondes,VitalApoquindo/LaEscuela,4,4.0,171.0,554.0,2.0,Grupo Premium Propiedades Santiago,612.15,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LaFlorida,Panamá,3,3.0,100.0,100.0,1.0,Unne,224.22,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
PuenteAlto,Casaenventa3d2b2EElisaCorrea,3,2.0,92.0,84.0,2.0,Unne,101.43,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PadreHurtado,RodolfoJaramillo/SanIgnacio,3,3.0,85.0,177.0,2.0,Nexxos,163.71,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
LoBarnechea,ElArrayan/ElRefugiodelArrayan,6,5.0,330.0,2514.0,3.0,Unne,978.72,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
PuenteAlto,PuenteAlto,4,1.0,79.0,79.0,1.0,Agente Propiedades,85.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Maipú,ElDescanso/Longitudinal,4,2.0,160.0,187.0,2.0,Unne,106.77,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Vitacura,Vitacura,4,3.0,100.0,250.0,2.0,Ole Propiedades,476.91,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LasCondes,CuartoCentenario,5,3.0,197.0,300.0,3.0,Kasalu Propiedades,480.46,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
SanBernardo,Barracon/srt.Ines,7,6.0,450.0,5000.0,3.0,Propiedades Centro Santiago SPA,950.0,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
Conchalí,Av.IndependenciaconHéroesdelaConcepción,7,2.0,153.0,180.0,2.0,Unne,115.0,7,5.0,alto,155,111.8,medio,296,213.5,bajo,275,198.4,alto,1125,811.5,alto,28,20.2,medio,Norte
Huechuraba,LosDatiles,4,4.0,200.0,375.0,2.0,Unne,284.72,5,4.3,medio,112,96.7,bajo,281,242.5,medio,156,134.6,medio,636,548.9,alto,28,24.2,alto,Norte
Macul,Macul,5,2.0,110.0,180.0,2.0,Agente Propiedades,165.67,4,2.9,medio,255,186.0,alto,547,399.0,alto,245,178.7,medio,867,632.5,alto,35,25.5,alto,Suroriente
LaReina,ValenzuelaPuelma8771,3,2.0,128.0,233.0,3.0,Unne,391.49,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
Santiago,CasaenSantiagoCentro,5,3.0,200.0,390.0,2.0,Liberona Rodríguez,550.0,55,10.4,crítico,488,92.6,bajo,1822,345.7,medio,1805,342.5,crítico,5993,1137.2,crítico,163,30.9,crítico,Centro
Providencia,Robertodelrío/colegiosanignacioelbosque,3,2.0,233.0,753.0,3.0,Sucursal El Bosque Sur,978.72,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
Santiago,Esmeralda/MetroBellasArtes,11,4.0,303.0,156.0,2.0,Sucursal Cantagallo,419.25,55,10.4,crítico,488,92.6,bajo,1822,345.7,medio,1805,342.5,crítico,5993,1137.2,crítico,163,30.9,crítico,Centro
Ñuñoa,estadionacional,6,3.0,352.0,703.0,3.0,Todo Propiedades,996.52,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
LoBarnechea,CerroLaPaloma/CerroPuntadeDamas,4,4.0,420.0,1600.0,1.0,Propiedades Ricardo Vial y Cia. Ltda.,1160.23,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
PuenteAlto,PuenteAlto,3,2.0,70.0,84.0,2.0,Agente Propiedades,69.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Maipú,lasazaleas/avenidaelrosal,5,3.0,103.0,120.0,2.0,Grupo Premium Propiedades Santiago,153.04,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Conchalí,AvdaDiegoSilva-Tupungato,4,2.0,140.0,512.0,5.0,Grupo Premium Propiedades Santiago,399.0,7,5.0,alto,155,111.8,medio,296,213.5,bajo,275,198.4,alto,1125,811.5,alto,28,20.2,medio,Norte
Quilicura,Quilicura,3,1.0,80.0,80.0,1.0,Agente Propiedades,75.0,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
PuenteAlto,PC59893Carrenleufu/Reigolil,3,1.0,48.0,200.0,1.0,Propiedades Centro Santiago SPA,65.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Buin,Jaimenuñezarraño,3,2.0,75.0,116.0,1.0,Grupo Premium Propiedades Santiago,133.93,10,8.8,crítico,278,243.8,crítico,682,598.1,crítico,173,151.7,medio,385,337.6,medio,39,34.2,crítico,Sur
Quilicura,Girona,3,2.0,77.0,114.0,1.0,Ascaim Propiedades,145.0,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
Colina,Colina,6,5.0,280.0,880.0,5.0,PROPERTY BROKER  Gestión Inmobiliaria,694.0,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LaReina,Noespecifica,5,4.0,180.0,390.0,2.0,Todo Propiedades,501.82,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
LaReina,Carlosossandon,4,3.0,152.0,333.0,2.0,Nativo Propiedades,480.46,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
Maipú,Maipú,5,3.0,100.0,165.0,2.0,Agente Propiedades,180.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Tiltil,AvenidaLasCimas,3,3.0,116.0,245.0,4.0,Unne,140.58,0,0.0,bajo,56,254.2,crítico,145,658.1,crítico,22,99.9,medio,103,467.5,medio,1,4.5,bajo,Norponiente
Macul,loslimoneroconRamóncruzMontt,3,1.0,131.0,588.0,6.0,Unne,390.0,4,2.9,medio,255,186.0,alto,547,399.0,alto,245,178.7,medio,867,632.5,alto,35,25.5,alto,Suroriente
Peñalolén,AvenidaConsistorial-LosPresidentes,4,3.0,108.0,260.0,2.0,Unne,338.1,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
SanBernardo,SanBernardo,4,2.0,43.0,63.0,1.0,Agente Propiedades,65.0,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
PuenteAlto,AvenidaelTroncal.PuenteAlto,3,3.0,68.0,85.0,1.0,Grupo Premium Propiedades Santiago,126.06,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PuenteAlto,Bayona,3,2.0,97.0,233.0,2.0,Mi Llave,156.6,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PedroAguirreCerda,PedroAguirreCerda,6,2.0,85.0,245.0,7.0,Agente Propiedades,125.0,9,8.5,crítico,206,193.4,alto,317,297.7,medio,232,217.8,alto,701,658.2,alto,28,26.3,alto,Sur
LoBarnechea,Miradordelplomo,4,4.0,310.0,730.0,2.0,Unne,1067.34,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Peñalolén,Noespecifica,4,4.0,156.0,280.0,2.0,Todo Propiedades,423.52,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Maipú,Maipú,4,3.0,96.0,176.0,2.0,Agente Propiedades,198.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
ElBosque,ElBosque,3,1.0,80.0,162.0,1.0,Agente Propiedades,89.0,12,7.0,alto,155,90.5,bajo,307,179.3,bajo,379,221.4,alto,1133,661.8,alto,40,23.4,alto,Sur
Maipú,PlazadeMaipú,6,3.0,139.0,450.0,5.0,Unne,327.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LasCondes,CaminoElOlivar/CaminoElObservatorio,4,4.0,1173.0,268.0,8.0,Easyprop,1067.7,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Maipú,LaCapitanía,5,2.0,105.0,182.0,2.0,Easyprop,139.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Quilicura,Quilicura,3,2.0,46.0,87.0,1.0,Agente Propiedades,80.0,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
LaFlorida,CaminodelPaisaje6596,3,3.0,104.0,300.0,2.0,Vivanco Propiedades,291.84,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Peñalolén,Consistorial,3,3.0,145.0,280.0,2.0,Nativo Propiedades,382.59,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
SanMiguel,SanFrancisco/Llico,6,3.0,136.0,399.0,2.0,Mauricio Pino Propiedades,380.0,4,2.9,medio,180,128.8,medio,436,312.0,medio,574,410.8,crítico,1066,762.9,alto,24,17.2,medio,Sur
Buin,Buin,5,3.0,123.0,132.0,1.0,Agente Propiedades,127.5,10,8.8,crítico,278,243.8,crítico,682,598.1,crítico,173,151.7,medio,385,337.6,medio,39,34.2,crítico,Sur
Vitacura,Pioxii//lashuatatas//kennedy,3,2.0,90.0,255.0,3.0,Unne,459.11,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
EstaciónCentral,Metrolasparcelas.,3,2.0,180.0,200.0,1.0,Foix Realty 100,190.66,19,8.7,crítico,233,107.0,medio,542,249.0,medio,648,297.7,alto,2059,946.0,crítico,48,22.1,alto,Surponiente
Santiago,Toesca,4,3.0,146.0,196.0,1.0,Unne,426.72,55,10.4,crítico,488,92.6,bajo,1822,345.7,medio,1805,342.5,crítico,5993,1137.2,crítico,163,30.9,crítico,Centro
LasCondes,Purén/Fleming,2,2.0,114.0,266.0,2.0,Sucursal Cantagallo,363.02,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Maipú,Maipú,3,1.0,70.0,699.0,2.0,Agente Propiedades,318.99,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Vitacura,EduardoAcevedo,3,3.0,235.0,365.0,1.0,Unne,815.01,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
ElBosque,JuliocovarrubiaCalle1sur,4,2.0,110.0,900.0,5.0,Mi Llave,238.5,12,7.0,alto,155,90.5,bajo,307,179.3,bajo,379,221.4,alto,1133,661.8,alto,40,23.4,alto,Sur
PuenteAlto,PuenteAlto,3,1.0,58.0,134.0,2.0,Agente Propiedades,69.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LasCondes,CallePerseo,3,2.0,139.0,418.0,2.0,Easyprop,529.29,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
SanMiguel,SanMiguel,2,1.0,200.0,200.0,1.0,Agente Propiedades,190.0,4,2.9,medio,180,128.8,medio,436,312.0,medio,574,410.8,crítico,1066,762.9,alto,24,17.2,medio,Sur
CerroNavia,CerroNavia,3,2.0,124.0,300.0,1.0,Agente Propiedades,165.0,8,5.7,alto,155,109.5,medio,268,189.4,bajo,287,202.8,alto,930,657.2,alto,39,27.6,alto,Norponiente
LasCondes,CharlesHamilton,5,3.0,147.0,250.0,2.0,Vivaqui Propiedades,505.38,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Cerrillos,HermosaCasaconanexoenventaenCerrillos,3,1.0,130.0,200.0,2.0,Unne,199.0,4,4.5,medio,163,181.4,alto,422,469.6,alto,381,424.0,crítico,923,1027.2,crítico,24,26.7,alto,Surponiente
LaReina,MateodeToroyZambrano/PríncipedeGales,5,2.0,200.0,240.0,1.0,Sucursal El Bosque Sur,444.88,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
ElBosque,ElBosque,3,1.0,90.0,110.0,1.0,Agente Propiedades,70.0,12,7.0,alto,155,90.5,bajo,307,179.3,bajo,379,221.4,alto,1133,661.8,alto,40,23.4,alto,Sur
PuenteAlto,Bomberobelarminomeza01862,2,1.0,49.0,79.0,2.0,Arsen Propiedades,75.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PuenteAlto,PuenteAlto,3,2.0,84.0,84.0,1.0,Agente Propiedades,92.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Maipú,Maipú,4,2.0,130.0,128.0,1.0,Agente Propiedades,135.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Colina,LasBrisas/Chicureo,5,5.0,300.0,3000.0,2.0,Unne,889.75,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
QuintaNormal,Josejoaquinperèz/vicuñarosas,3,2.0,128.0,253.0,2.0,Mauricio Pino Propiedades,142.0,10,7.1,alto,167,119.2,medio,343,244.9,medio,733,523.4,crítico,1502,1072.4,crítico,40,28.6,alto,Norponiente
LaFlorida,Peru,3,2.0,180.0,1000.0,4.0,Unne,711.8,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Maipú,Maipú,3,3.0,76.0,118.0,2.0,Agente Propiedades,140.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Santiago,Santiago,4,2.0,147.0,157.0,1.0,Agente Propiedades,175.0,55,10.4,crítico,488,92.6,bajo,1822,345.7,medio,1805,342.5,crítico,5993,1137.2,crítico,163,30.9,crítico,Centro
Quilicura,ManuelantonioMatta,3,2.0,85.0,80.0,1.0,Nexxos,79.0,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
PuenteAlto,Avda.GabrielaPoniente,2,1.0,74.0,128.0,1.0,Sgq Propiedades,108.55,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaFlorida,Amarilla,3,1.0,64.0,75.0,1.0,Sgq Propiedades,71.54,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
