Dorms,Baths,Built Area,Total Area,Parking,Sector,Price_CLP_MM
3,1.0,149.0,149.0,1.0,Suroriente,121.01
5,5.0,404.0,5595.0,22.0,Norte,708.24
4,1.0,270.0,270.0,2.0,Norponiente,140.0
4,5.0,175.0,800.0,4.0,Norte,440.96
4,3.0,167.0,544.0,3.0,Nororiente,476.87
3,2.0,62.0,62.0,2.0,Suroriente,134.53
3,2.0,90.0,48.0,1.0,Sur,87.2
5,2.0,207.0,467.0,1.0,Norte,590.05
4,3.0,140.0,275.0,2.0,Norponiente,297.18
5,4.0,140.0,312.0,2.0,Suroriente,338.1
4,2.0,100.0,120.0,3.0,Suroriente,250.0
3,1.0,51.0,154.0,1.0,Sur,89.0
4,1.0,100.0,100.0,1.0,Surponiente,60.0
2,11.0,47.0,89.0,1.0,Norte,79.0
3,3.0,168.0,294.0,2.0,Nororiente,551.64
3,1.0,75.0,95.0,1.0,Surponiente,100.0
4,2.0,113.0,189.0,2.0,Norponiente,148.0
2,1.0,66.0,160.0,3.0,Norponiente,74.74
6,5.0,420.0,1000.0,1.0,Nororiente,1128.2
3,2.0,65.0,100.0,1.0,Surponiente,124.56
3,2.0,126.0,101.0,1.0,Sur,74.5
5,6.0,454.0,454.0,6.0,Nororiente,1014.32
7,6.0,5000.0,5000.0,8.0,Norte,779.42
8,5.0,165.0,351.0,1.0,Nororiente,850.25
4,4.0,350.0,930.0,6.0,Norte,943.14
4,2.0,116.0,120.0,2.0,Suroriente,180.0
5,3.0,270.0,529.0,2.0,Nororiente,637.06
3,2.0,69.0,131.0,1.0,Suroriente,141.58
3,1.0,72.0,53.0,1.0,Surponiente,68.0
3,1.0,80.0,150.0,1.0,Surponiente,119.94
4,2.0,150.0,200.0,2.0,Norponiente,195.74
5,2.0,180.0,160.0,4.0,Norponiente,160.16
3,3.0,140.0,400.0,2.0,Norponiente,319.6
6,4.0,190.0,345.0,2.0,Norponiente,355.19
3,3.0,130.0,350.0,2.0,Norponiente,327.43
5,2.0,80.0,290.0,1.0,Sur,135.0
4,3.0,161.0,233.0,2.0,Norponiente,0.01
3,4.0,180.0,390.0,2.0,Norponiente,373.34
6,3.0,145.0,270.0,2.0,Norponiente,302.52
3,3.0,165.0,300.0,2.0,Norponiente,337.75
3,3.0,100.0,160.0,1.0,Norponiente,223.51
3,2.0,115.0,270.0,3.0,Norponiente,238.45
4,3.0,145.0,400.0,3.0,Norponiente,338.1
2,2.0,105.0,190.0,3.0,Surponiente,150.0
4,3.0,270.0,5700.0,7.0,Suroriente,533.85
4,2.0,110.0,278.0,1.0,Suroriente,263.37
2,2.0,101.0,140.0,1.0,Norte,120.0
6,2.0,288.0,288.0,2.0,Suroriente,210.0
3,1.0,59.0,177.0,5.0,Sur,120.0
4,3.0,100.0,130.0,2.0,Sur,132.5
4,2.0,275.0,275.0,1.0,Suroriente,140.0
5,3.0,240.0,180.0,1.0,Nororiente,367.47
3,4.0,375.0,1805.0,6.0,Nororiente,890.25
2,1.0,80.0,105.0,1.0,Surponiente,90.0
5,5.0,351.0,855.0,3.0,Nororiente,1096.17
3,3.0,72.0,147.0,2.0,Sur,142.0
4,4.0,190.0,1200.0,6.0,Suroriente,750.0
2,1.0,100.0,189.0,3.0,Suroriente,118.0
4,2.0,164.0,243.0,2.0,Norponiente,218.0
3,1.0,60.0,60.0,1.0,Surponiente,73.28
6,4.0,330.0,750.0,5.0,Nororiente,836.36
3,3.0,135.0,190.0,2.0,Nororiente,505.38
4,4.0,140.0,393.0,3.0,Norte,373.34
4,3.0,120.0,239.0,2.0,Suroriente,327.43
3,2.0,70.0,161.0,2.0,Sur,145.0
4,2.0,244.0,464.0,4.0,Surponiente,382.59
7,3.0,300.0,1050.0,8.0,Sur,658.42
4,2.0,140.0,200.0,1.0,Nororiente,605.03
4,1.0,129.0,175.0,3.0,Norponiente,93.9
3,2.0,78.0,110.0,2.0,Suroriente,125.49
4,3.0,172.0,272.0,2.0,Suroriente,348.78
3,2.0,288.0,636.0,2.0,Nororiente,653.43
6,2.0,308.0,316.0,3.0,Nororiente,640.62
4,3.0,114.0,162.0,1.0,Suroriente,135.0
3,2.0,171.0,800.0,5.0,Surponiente,608.59
4,2.0,130.0,130.0,1.0,Surponiente,100.0
6,5.0,180.0,300.0,2.0,Nororiente,618.91
4,4.0,350.0,375.0,4.0,Nororiente,400.39
3,2.0,132.0,216.0,1.0,Nororiente,390.0
3,2.0,98.0,150.0,2.0,Suroriente,148.77
4,2.0,129.0,123.0,2.0,Norte,142.36
5,3.0,200.0,5000.0,3.0,Suroriente,514.28
3,2.0,60.0,80.0,2.0,Suroriente,78.3
3,2.0,65.0,150.0,3.0,Surponiente,115.0
6,5.0,440.0,1000.0,2.0,Nororiente,1060.58
6,5.0,387.0,3500.0,14.0,Norte,978.72
5,5.0,517.0,1419.0,7.0,Nororiente,1299.04
5,3.0,140.0,252.0,2.0,Surponiente,288.24
5,4.0,160.0,318.0,1.0,Norte,363.02
7,4.0,260.0,280.0,2.0,Nororiente,907.54
3,2.0,80.0,130.0,2.0,Surponiente,153.04
3,3.0,150.0,110.0,2.0,Norte,170.0
5,4.0,184.0,72.0,1.0,Centro,170.0
2,2.0,4.0,57.0,1.0,Nororiente,185.07
2,2.0,120.0,130.0,1.0,Suroriente,143.07
4,3.0,98.0,117.0,1.0,Norte,175.0
6,3.0,135.0,150.0,2.0,Suroriente,240.0
6,5.0,186.0,467.0,3.0,Suroriente,477.1
4,4.0,139.0,295.0,1.0,Suroriente,300.74
4,1.0,65.0,199.0,2.0,Surponiente,163.71
5,5.0,370.0,370.0,6.0,Centro,1316.83
5,3.0,120.0,130.0,1.0,Surponiente,183.29
2,2.0,110.0,400.0,2.0,Nororiente,462.67
4,2.0,144.0,530.0,7.0,Nororiente,815.01
6,4.0,192.0,348.0,4.0,Nororiente,553.0
4,3.0,112.0,200.0,2.0,Suroriente,249.13
5,2.0,160.0,160.0,1.0,Centro,110.33
4,4.0,547.0,234.0,1.0,Nororiente,556.68
2,1.0,68.0,310.0,3.0,Sur,130.0
3,1.0,60.0,120.0,2.0,Sur,106.0
3,2.0,55.0,80.0,3.0,Surponiente,55.0
7,4.0,133.0,190.0,2.0,Norte,126.34
4,3.0,121.0,80.0,1.0,Surponiente,150.0
4,2.0,150.0,100.0,1.0,Suroriente,195.0
4,3.0,140.0,300.0,2.0,Nororiente,601.47
4,4.0,149.0,397.0,3.0,Norte,444.52
4,2.0,111.0,111.0,1.0,Suroriente,201.44
5,4.0,250.0,504.0,6.0,Nororiente,505.38
3,3.0,90.0,180.0,1.0,Surponiente,183.29
4,2.0,165.0,377.0,3.0,Surponiente,250.0
4,2.0,170.0,300.0,3.0,Nororiente,426.72
4,3.0,213.0,185.0,2.0,Nororiente,475.0
4,3.0,119.0,200.0,3.0,Suroriente,210.0
5,5.0,453.0,820.0,5.0,Nororiente,1014.32
4,4.0,306.0,316.0,4.0,Norponiente,200.0
3,1.0,65.0,150.0,1.0,Surponiente,125.0
3,3.0,94.0,143.0,3.0,Nororiente,300.74
3,3.0,86.0,193.0,3.0,Sur,188.63
3,2.0,124.0,319.0,3.0,Surponiente,199.3
4,1.0,100.0,75.0,3.0,Suroriente,95.0
4,2.0,130.0,80.0,1.0,Surponiente,130.0
4,5.0,300.0,805.0,5.0,Norte,782.98
5,3.0,250.0,821.0,1.0,Nororiente,747.39
7,2.0,178.0,225.0,1.0,Norponiente,160.0
3,3.0,146.0,196.0,1.0,Centro,427.08
5,4.0,194.0,454.0,2.0,Suroriente,370.14
3,2.0,125.0,500.0,4.0,Suroriente,180.0
4,5.0,180.0,220.0,1.0,Nororiente,530.29
4,2.0,173.0,433.0,1.0,Nororiente,711.44
3,4.0,160.0,400.0,2.0,Nororiente,672.65
3,3.0,220.0,500.0,2.0,Nororiente,637.06
3,3.0,90.0,170.0,2.0,Sur,89.6
5,6.0,930.0,466.0,4.0,Nororiente,1601.55
4,2.0,72.0,75.0,2.0,Norponiente,117.45
3,2.0,100.0,164.0,1.0,Centro,160.0
3,3.0,80.0,155.0,4.0,Norte,160.16
4,3.0,250.0,890.0,4.0,Nororiente,996.52
3,2.0,131.0,1500.0,4.0,Suroriente,347.0
10,5.0,110.0,470.0,4.0,Norte,230.0
3,2.0,86.0,105.0,1.0,Suroriente,115.0
6,5.0,340.0,589.0,3.0,Nororiente,936.02
3,3.0,170.0,662.0,4.0,Norte,539.19
3,1.0,115.0,298.0,1.0,Norponiente,191.76
4,3.0,95.0,142.0,3.0,Norte,150.0
2,3.0,173.0,650.0,6.0,Norte,459.11
3,2.0,88.0,80.0,1.0,Suroriente,117.0
3,1.0,58.0,180.0,3.0,Suroriente,120.0
4,3.0,120.0,160.0,4.0,Sur,170.5
4,3.0,290.0,800.0,4.0,Nororiente,1060.58
3,3.0,100.0,180.0,2.0,Surponiente,129.9
3,3.0,98.0,197.0,2.0,Sur,211.76
9,6.0,250.0,209.0,2.0,Suroriente,242.01
4,2.0,134.0,180.0,2.0,Norte,135.0
3,2.0,70.0,100.0,2.0,Norte,95.0
4,1.0,199.0,181.0,3.0,Sur,78.0
5,3.0,267.0,246.0,2.0,Centro,373.7
4,3.0,250.0,500.0,4.0,Sur,259.81
2,1.0,49.0,120.0,1.0,Norponiente,95.0
2,2.0,80.0,157.0,3.0,Sur,115.0
4,2.0,95.0,132.0,1.0,Surponiente,138.8
3,3.0,85.0,103.0,2.0,Norte,157.0
2,2.0,78.0,55.0,1.0,Nororiente,140.0
5,3.0,138.0,198.0,2.0,Nororiente,501.82
2,1.0,150.0,300.0,2.0,Sur,113.0
5,3.0,227.0,227.0,3.0,Nororiente,807.89
4,2.0,51.0,117.0,2.0,Sur,110.0
5,2.0,113.0,232.0,2.0,Nororiente,373.7
3,3.0,90.0,151.0,1.0,Sur,160.16
3,1.0,50.0,118.0,1.0,Sur,65.0
3,2.0,180.0,180.0,2.0,Sur,87.2
4,2.0,122.0,237.0,1.0,Norte,192.19
4,2.0,110.0,130.0,2.0,Sur,103.21
4,3.0,89.0,160.0,2.0,Sur,142.36
3,2.0,82.0,106.0,1.0,Sur,113.89
4,4.0,121.0,200.0,4.0,Surponiente,189.0
5,3.0,340.0,800.0,14.0,Nororiente,2040.0
4,2.0,120.0,1539.0,4.0,Surponiente,491.68
4,4.0,140.0,400.0,2.0,Norte,405.73
6,6.0,250.0,1050.0,5.0,Norte,565.88
4,4.0,450.0,4750.0,4.0,Norte,889.75
3,3.0,98.0,220.0,2.0,Sur,220.66
3,2.0,84.0,140.0,1.0,Sur,133.46
5,5.0,714.0,5640.0,23.0,Nororiente,1420.04
3,1.0,92.0,170.0,1.0,Suroriente,70.0
3,3.0,80.0,85.0,1.0,Norte,125.0
4,3.0,120.0,200.0,1.0,Norte,180.0
4,4.0,140.0,407.0,2.0,Suroriente,419.61
4,4.0,133.0,168.0,3.0,Suroriente,350.0
7,2.0,1500.0,218.0,2.0,Sur,816.75
3,1.0,58.0,135.0,1.0,Suroriente,120.0
3,2.0,77.0,140.0,1.0,Surponiente,135.42
5,2.0,175.0,609.0,1.0,Nororiente,491.14
3,3.0,135.0,400.0,2.0,Norte,339.88
6,2.0,161.0,166.0,2.0,Sur,153.57
4,4.0,140.0,463.0,2.0,Norte,469.79
5,3.0,139.0,162.0,2.0,Suroriente,154.0
4,4.0,192.0,600.0,8.0,Norte,640.62
4,2.0,90.0,120.0,3.0,Sur,111.6
3,2.0,80.0,95.0,1.0,Suroriente,67.57
3,3.0,90.0,160.0,2.0,Sur,164.5
3,2.0,154.0,220.0,1.0,Nororiente,508.94
3,1.0,74.0,151.0,2.0,Surponiente,70.0
5,5.0,280.0,5000.0,12.0,Norte,530.29
3,2.0,100.0,80.0,1.0,Surponiente,102.38
2,2.0,220.0,220.0,4.0,Norte,220.0
3,2.0,100.0,120.0,1.0,Norponiente,80.0
4,1.0,140.0,200.0,2.0,Norte,168.0
4,2.0,130.0,120.0,2.0,Surponiente,249.09
6,4.0,270.0,1005.0,4.0,Nororiente,889.75
5,5.0,170.0,445.0,2.0,Suroriente,491.14
3,3.0,85.0,85.0,1.0,Suroriente,124.56
4,1.0,120.0,240.0,3.0,Suroriente,175.0
3,2.0,165.0,119.0,2.0,Nororiente,311.41
6,5.0,238.0,390.0,2.0,Nororiente,889.75
6,2.0,232.0,255.0,5.0,Sur,350.0
6,4.0,140.0,212.0,2.0,Surponiente,275.82
4,4.0,124.0,210.0,2.0,Nororiente,516.05
4,3.0,200.0,315.0,6.0,Nororiente,418.18
5,3.0,50.0,70.0,1.0,Suroriente,77.0
4,3.0,124.0,222.0,1.0,Nororiente,387.93
4,5.0,360.0,5400.0,4.0,Surponiente,500.0
4,4.0,327.0,10153.0,22.0,Norte,1281.24
4,4.0,120.0,300.0,3.0,Nororiente,605.03
3,1.0,65.0,82.0,1.0,Norte,131.68
6,3.0,260.0,600.0,3.0,Nororiente,800.78
3,2.0,60.0,470.0,2.0,Surponiente,54.0
8,4.0,250.0,375.0,6.0,Nororiente,385.0
3,3.0,138.0,281.0,2.0,Nororiente,605.03
3,2.0,108.0,230.0,2.0,Nororiente,387.93
9,7.0,415.0,5000.0,30.0,Norte,729.6
4,3.0,125.0,170.0,2.0,Suroriente,209.98
5,2.0,221.0,262.0,4.0,Centro,215.0
3,3.0,187.0,433.0,2.0,Nororiente,711.44
5,4.0,378.0,6298.0,4.0,Norte,1032.11
6,3.0,17525.0,1800.0,5.0,Surponiente,925.3
5,5.0,467.0,5075.0,14.0,Norte,996.52
3,2.0,75.0,200.0,5.0,Suroriente,169.05
4,4.0,137.0,458.0,1.0,Sur,281.16
4,4.0,180.0,789.0,2.0,Suroriente,658.42
6,6.0,400.0,620.0,8.0,Nororiente,1067.7
5,5.0,234.0,426.0,2.0,Norte,512.5
3,1.0,72.0,72.0,1.0,Suroriente,80.0
5,3.0,250.0,350.0,6.0,Sur,281.16
3,2.0,120.0,490.0,2.0,Suroriente,220.0
3,2.0,220.0,479.0,3.0,Nororiente,925.34
3,2.0,210.0,110.0,2.0,Suroriente,149.48
5,4.0,280.0,5000.0,3.0,Suroriente,569.44
4,3.0,127.0,230.0,2.0,Surponiente,205.0
3,3.0,267.0,134.0,2.0,Surponiente,283.65
5,2.0,83.0,166.0,1.0,Sur,90.0
4,4.0,166.0,230.0,2.0,Norte,270.13
5,5.0,252.0,5000.0,2.0,Norte,1494.78
4,2.0,105.0,120.0,1.0,Norte,163.71
4,4.0,170.0,5000.0,2.0,Surponiente,430.64
4,1.0,92.0,250.0,2.0,Sur,117.45
3,2.0,70.0,188.0,3.0,Suroriente,153.04
4,2.0,135.0,132.0,1.0,Sur,100.0
4,2.0,127.0,101.0,1.0,Surponiente,73.0
4,4.0,160.0,460.0,2.0,Norte,455.2
4,4.0,358.0,644.0,1.0,Nororiente,1590.16
3,3.0,210.0,5000.0,2.0,Norte,565.88
4,4.0,150.0,270.0,3.0,Norte,175.0
3,3.0,170.0,400.0,2.0,Norte,497.55
5,4.0,140.0,304.0,2.0,Suroriente,302.52
3,2.0,145.0,428.0,3.0,Nororiente,373.7
6,5.0,405.0,1000.0,6.0,Nororiente,1160.23
2,1.0,89.0,180.0,1.0,Suroriente,125.0
2,1.0,75.0,75.0,1.0,Nororiente,103.21
2,1.0,42.0,70.0,1.0,Norte,58.0
3,2.0,75.0,84.0,1.0,Suroriente,90.0
4,2.0,98.0,110.0,2.0,Surponiente,185.0
3,1.0,89.0,158.0,1.0,Suroriente,105.0
4,2.0,109.0,252.0,3.0,Sur,189.94
7,3.0,138.0,450.0,2.0,Surponiente,333.69
5,1.0,38.0,118.0,1.0,Norte,56.0
4,3.0,120.0,200.0,1.0,Suroriente,327.43
3,2.0,130.0,306.0,2.0,Nororiente,480.0
5,4.0,160.0,280.0,2.0,Suroriente,437.4
3,3.0,155.0,360.0,2.0,Nororiente,526.73
4,1.0,78.0,100.0,2.0,Surponiente,92.53
6,3.0,190.0,588.0,1.0,Nororiente,637.06
3,3.0,230.0,7900.0,4.0,Norte,380.81
4,2.0,75.0,112.0,1.0,Suroriente,77.0
3,3.0,190.0,705.0,3.0,Norte,540.97
3,2.0,100.0,269.0,2.0,Surponiente,158.38
3,1.0,69.0,90.0,2.0,Sur,64.06
2,2.0,81.0,161.0,2.0,Nororiente,366.58
5,2.0,96.0,92.0,1.0,Suroriente,113.89
4,2.0,337.0,337.0,4.0,Suroriente,156.88
5,4.0,220.0,806.0,5.0,Nororiente,1459.19
6,4.0,208.0,985.0,6.0,Suroriente,235.0
2,3.0,75.0,199.0,1.0,Sur,195.74
4,2.0,150.0,200.0,2.0,Nororiente,480.0
3,2.0,98.0,197.0,3.0,Surponiente,120.0
4,4.0,165.0,230.0,2.0,Nororiente,640.26
4,3.0,177.0,600.0,6.0,Nororiente,526.73
3,2.0,201.0,411.0,3.0,Nororiente,462.67
5,5.0,173.0,440.0,2.0,Norte,533.85
4,3.0,217.0,1611.0,5.0,Nororiente,515.34
7,6.0,298.0,350.0,2.0,Norte,242.72
5,2.0,140.0,280.0,4.0,Sur,155.5
3,3.0,97.0,97.0,2.0,Sur,220.66
3,3.0,114.0,160.0,1.0,Norte,177.95
6,5.0,450.0,715.0,3.0,Nororiente,992.96
4,4.0,358.0,591.0,1.0,Norte,1569.52
2,1.0,50.0,100.0,1.0,Surponiente,74.74
8,4.0,270.0,1150.0,6.0,Nororiente,1352.42
7,5.0,300.0,576.0,3.0,Nororiente,341.31
3,3.0,115.0,160.0,2.0,Norte,164.43
5,2.0,177.0,876.0,6.0,Norte,749.0
3,1.0,60.0,115.0,1.0,Sur,74.5
3,2.0,75.0,95.0,1.0,Norte,75.0
5,4.0,157.0,350.0,2.0,Nororiente,637.06
4,3.0,257.0,257.0,3.0,Nororiente,1014.32
4,2.0,92.0,178.0,2.0,Nororiente,327.43
4,2.0,136.0,200.0,1.0,Nororiente,492.92
4,2.0,114.0,240.0,1.0,Nororiente,338.1
3,2.0,145.0,263.0,2.0,Nororiente,587.2
5,3.0,120.0,160.0,1.0,Sur,154.5
3,2.0,144.0,427.0,1.0,Nororiente,409.6
7,6.0,300.0,300.0,1.0,Norponiente,180.0
3,2.0,89.0,97.0,3.0,Sur,78.0
5,1.0,80.0,100.0,1.0,Surponiente,76.16
3,3.0,129.0,138.0,2.0,Suroriente,181.51
3,1.0,150.0,100.0,3.0,Norponiente,119.99
4,3.0,185.0,149.0,2.0,Surponiente,259.99
4,1.0,72.0,52.0,1.0,Suroriente,80.99
4,3.0,146.0,375.0,3.0,Nororiente,610.37
5,3.0,250.0,570.0,3.0,Nororiente,569.44
3,2.0,80.0,173.0,3.0,Sur,165.85
4,2.0,150.0,192.0,3.0,Sur,300.0
3,1.0,55.0,130.0,3.0,Suroriente,88.0
5,4.0,147.0,465.0,5.0,Nororiente,854.16
3,2.0,78.0,105.0,1.0,Norponiente,105.0
8,4.0,180.0,512.0,5.0,Nororiente,650.0
6,1.0,85.0,110.0,2.0,Surponiente,72.0
4,3.0,94.0,177.0,1.0,Suroriente,149.0
10,5.0,181.0,300.0,3.0,Sur,135.21
2,1.0,49.0,185.0,6.0,Sur,90.0
7,5.0,420.0,2200.0,5.0,Nororiente,782.98
4,4.0,380.0,2500.0,6.0,Norte,1064.14
4,2.0,85.0,85.0,1.0,Suroriente,61.42
5,4.0,420.0,2600.0,8.0,Norte,1067.7
3,3.0,142.0,111.0,1.0,Surponiente,155.0
3,2.0,93.0,136.0,4.0,Suroriente,128.84
2,1.0,50.0,131.0,1.0,Surponiente,107.0
4,2.0,80.0,100.0,1.0,Sur,112.11
4,1.0,77.0,170.0,1.0,Sur,100.0
4,2.0,100.0,139.0,1.0,Suroriente,160.0
3,1.0,84.0,84.0,1.0,Suroriente,82.0
9,4.0,140.0,220.0,1.0,Surponiente,239.99
4,2.0,120.0,340.0,2.0,Norte,316.75
4,3.0,160.0,240.0,4.0,Nororiente,427.08
3,3.0,130.0,480.0,4.0,Norte,355.54
3,2.0,80.0,120.0,1.0,Sur,106.4
3,2.0,120.0,300.0,1.0,Norte,480.46
3,3.0,77.0,90.0,2.0,Norte,125.0
3,1.0,102.0,418.0,3.0,Nororiente,444.88
4,1.0,100.0,654.0,14.0,Sur,355.9
4,1.0,80.0,204.0,6.0,Nororiente,245.22
4,1.0,690.0,76.0,3.0,Sur,319.99
5,1.0,100.0,184.0,1.0,Surponiente,84.99
2,1.0,70.0,100.0,1.0,Norte,100.0
7,4.0,267.0,483.0,2.0,Nororiente,494.7
3,2.0,55.0,62.0,1.0,Sur,65.84
2,1.0,45.0,112.0,3.0,Sur,81.25
3,1.0,70.0,110.0,2.0,Sur,76.16
4,3.0,85.0,493.0,2.0,Surponiente,327.43
5,4.0,260.0,1001.0,4.0,Nororiente,1344.95
4,2.0,140.0,320.0,1.0,Suroriente,280.0
4,2.0,90.0,100.0,2.0,Sur,77.6
4,1.0,120.0,75.0,3.0,Sur,94.99
3,3.0,74.0,148.0,1.0,Surponiente,200.69
4,4.0,210.0,510.0,5.0,Nororiente,640.62
6,2.0,140.0,200.0,2.0,Surponiente,140.0
4,1.0,78.0,133.0,2.0,Suroriente,97.59
4,3.0,125.0,385.0,2.0,Norte,370.14
4,2.0,80.0,225.0,3.0,Surponiente,131.0
3,2.0,60.0,97.0,2.0,Norte,70.93
6,6.0,633.0,5054.0,19.0,Norte,1049.9
3,4.0,140.0,11500.0,3.0,Nororiente,516.05
4,2.0,100.0,85.0,2.0,Suroriente,82.0
3,2.0,200.0,90.0,1.0,Suroriente,209.98
5,4.0,251.0,4300.0,3.0,Norte,836.36
4,1.0,80.0,100.0,3.0,Suroriente,120.0
3,2.0,100.0,230.0,3.0,Sur,130.08
3,2.0,82.0,78.0,1.0,Surponiente,102.07
4,3.0,165.0,438.0,4.0,Nororiente,676.21
5,4.0,333.0,1100.0,3.0,Nororiente,1263.44
3,1.0,100.0,75.0,3.0,Nororiente,130.0
2,1.0,52.0,80.0,1.0,Sur,59.5
3,2.0,96.0,160.0,4.0,Surponiente,111.75
4,2.0,134.0,134.0,1.0,Suroriente,125.0
6,4.0,4000.0,200.0,3.0,Surponiente,1637.1
2,1.0,80.0,110.0,1.0,Surponiente,68.72
11,5.0,296.0,156.0,2.0,Centro,419.25
5,6.0,517.0,1419.0,5.0,Nororiente,1299.04
9,5.0,500.0,330.0,2.0,Sur,240.0
3,2.0,80.0,80.0,1.0,Norte,156.6
3,2.0,130.0,180.0,1.0,Suroriente,247.35
5,3.0,200.0,500.0,2.0,Nororiente,720.0
3,3.0,140.0,220.0,3.0,Surponiente,175.0
3,3.0,162.0,204.0,2.0,Nororiente,599.69
7,1.0,158.0,577.0,1.0,Nororiente,569.44
3,2.0,71.0,135.0,1.0,Suroriente,160.0
6,4.0,180.0,425.0,3.0,Nororiente,489.22
5,4.0,700.0,3500.0,7.0,Nororiente,1601.55
4,2.0,115.0,480.0,2.0,Sur,125.0
5,3.0,135.0,1768.0,6.0,Norponiente,455.55
5,2.0,125.0,750.0,2.0,Sur,141.0
8,3.0,240.0,1000.0,2.0,Sur,210.0
3,3.0,80.0,120.0,2.0,Sur,100.0
3,2.0,72.0,81.0,1.0,Suroriente,85.0
5,2.0,184.0,276.0,1.0,Suroriente,250.0
3,1.0,85.0,100.0,1.0,Suroriente,65.0
4,3.0,132.0,140.0,3.0,Surponiente,180.0
6,2.0,110.0,110.0,1.0,Suroriente,90.29
6,5.0,207.0,437.0,2.0,Suroriente,491.14
3,3.0,122.0,150.0,4.0,Surponiente,150.87
2,2.0,54.0,85.0,1.0,Norte,57.0
3,1.0,54.0,85.0,1.0,Norte,55.0
3,1.0,82.0,128.0,1.0,Suroriente,120.0
3,2.0,190.0,300.0,3.0,Nororiente,373.7
5,6.0,200.0,800.0,7.0,Suroriente,765.18
3,1.0,78.0,104.0,2.0,Sur,60.0
5,4.0,218.0,370.0,3.0,Nororiente,532.07
2,2.0,100.0,625.0,4.0,Nororiente,480.46
5,6.0,400.0,5000.0,3.0,Surponiente,747.39
2,1.0,48.0,78.0,1.0,Nororiente,75.0
3,3.0,152.0,105.0,2.0,Suroriente,150.0
3,3.0,140.0,480.0,2.0,Norte,320.31
4,2.0,250.0,500.0,7.0,Nororiente,672.65
3,3.0,120.0,130.0,2.0,Nororiente,390.0
4,4.0,210.0,500.0,5.0,Nororiente,640.62
4,3.0,226.0,678.0,2.0,Norponiente,373.7
4,3.0,133.0,181.0,1.0,Suroriente,266.92
5,5.0,300.0,5500.0,1.0,Norte,542.75
4,2.0,180.0,500.0,1.0,Sur,386.33
4,3.0,230.0,295.0,2.0,Nororiente,637.06
5,2.0,120.0,300.0,4.0,Suroriente,215.39
3,3.0,90.0,140.0,2.0,Surponiente,149.0
4,2.0,150.0,230.0,3.0,Nororiente,200.0
3,2.0,127.0,200.0,2.0,Surponiente,130.0
7,4.0,216.0,326.0,2.0,Nororiente,494.7
5,4.0,190.0,705.0,6.0,Nororiente,850.6
3,1.0,60.0,123.0,2.0,Sur,81.86
5,4.0,300.0,1150.0,6.0,Nororiente,711.8
5,3.0,148.0,340.0,2.0,Nororiente,594.35
3,2.0,72.0,171.0,2.0,Surponiente,129.9
3,2.0,80.0,396.0,6.0,Surponiente,200.0
5,5.0,280.0,2500.0,2.0,Surponiente,516.05
4,3.0,100.0,190.0,3.0,Suroriente,140.0
5,2.0,90.0,140.0,2.0,Suroriente,99.0
3,1.0,75.0,130.0,1.0,Suroriente,115.0
3,2.0,85.0,150.0,2.0,Suroriente,120.0
5,4.0,200.0,1210.0,6.0,Suroriente,462.67
3,3.0,125.0,205.0,2.0,Suroriente,300.74
3,2.0,79.0,169.0,2.0,Nororiente,240.0
3,3.0,145.0,350.0,2.0,Norte,245.22
5,4.0,194.0,454.0,3.0,Suroriente,384.37
6,5.0,180.0,300.0,3.0,Nororiente,711.8
4,3.0,120.0,380.0,2.0,Suroriente,240.0
2,1.0,53.0,162.0,3.0,Surponiente,94.99
4,1.0,85.0,102.0,1.0,Surponiente,149.41
4,3.0,121.0,229.0,3.0,Surponiente,146.45
4,3.0,128.0,135.0,1.0,Nororiente,284.72
5,3.0,250.0,890.0,8.0,Nororiente,996.52
3,3.0,110.0,129.0,2.0,Nororiente,274.04
4,3.0,158.0,239.0,2.0,Nororiente,587.24
8,2.0,470.0,1670.0,1.0,Sur,340.0
5,1.0,117.0,90.0,2.0,Norponiente,87.91
3,4.0,107.0,75.0,1.0,Suroriente,224.22
10,4.0,222.0,800.0,6.0,Nororiente,624.96
3,1.0,75.0,220.0,2.0,Surponiente,142.0
4,3.0,170.0,300.0,3.0,Suroriente,505.38
2,1.0,80.0,126.0,1.0,Surponiente,129.9
4,4.0,150.0,254.0,2.0,Nororiente,487.58
4,2.0,217.0,1299.0,4.0,Norponiente,889.75
4,2.0,120.0,130.0,1.0,Nororiente,110.0
3,2.0,90.0,150.0,2.0,Nororiente,270.0
4,2.0,170.0,375.0,2.0,Nororiente,601.47
3,1.0,105.0,254.0,3.0,Suroriente,290.0
3,2.0,90.0,420.0,3.0,Nororiente,352.34
5,3.0,160.0,250.0,2.0,Norte,220.66
3,1.0,64.0,93.0,2.0,Suroriente,80.0
5,2.0,381.0,1632.0,1.0,Norponiente,475.0
5,3.0,235.0,8000.0,1.0,Surponiente,423.52
4,2.0,247.0,509.0,4.0,Nororiente,605.03
3,2.0,72.0,186.0,1.0,Surponiente,150.0
5,2.0,207.0,225.0,1.0,Sur,150.0
3,2.0,115.0,115.0,3.0,Surponiente,120.0
3,2.0,109.0,112.0,1.0,Nororiente,247.46
2,1.0,75.0,84.0,1.0,Suroriente,75.0
4,2.0,60.0,60.0,1.0,Suroriente,125.0
5,3.0,230.0,5000.0,10.0,Sur,672.65
5,2.0,200.0,240.0,1.0,Nororiente,444.88
