Dorms,Baths,Built Area,Total Area,Parking,Sector,Price_CLP_MM
7,7.0,600.0,3937.0,8.0,Suroriente,854.16
4,4.0,140.0,740.0,3.0,Sur,396.83
6,4.0,637.0,1694.0,8.0,Nororiente,1530.37
4,3.0,96.0,217.0,3.0,Sur,120.0
7,5.0,399.0,824.0,20.0,Nororiente,1423.6
5,3.0,297.0,800.0,3.0,Nororiente,943.14
5,2.0,139.0,220.0,1.0,Nororiente,259.8
4,2.0,136.0,215.0,2.0,Nororiente,299.6
6,5.0,415.0,720.0,2.0,Nororiente,960.93
3,3.0,130.0,430.0,2.0,Norte,384.37
7,5.0,237.0,701.0,4.0,Suroriente,653.08
5,3.0,190.0,290.0,2.0,Suroriente,387.58
5,5.0,216.0,260.0,2.0,Nororiente,854.16
7,6.0,552.0,1480.0,4.0,Nororiente,1601.55
6,6.0,420.0,1920.0,5.0,Nororiente,1743.91
7,5.0,532.0,1200.0,4.0,Nororiente,1240.31
6,4.0,161.0,528.0,10.0,Nororiente,426.58
3,2.0,51.0,72.0,1.0,Surponiente,72.0
6,4.0,250.0,810.0,2.0,Suroriente,455.55
8,6.0,372.0,1049.0,5.0,Nororiente,1014.32
10,5.0,762.0,3460.0,10.0,Nororiente,1779.5
5,5.0,295.0,625.0,2.0,Nororiente,889.75
4,3.0,170.0,410.0,2.0,Nororiente,708.24
5,4.0,241.0,400.0,1.0,Nororiente,694.0
6,5.0,454.0,820.0,6.0,Nororiente,1014.32
5,4.0,273.0,811.0,3.0,Nororiente,871.6
7,5.0,280.0,980.0,6.0,Nororiente,978.37
5,5.0,350.0,1393.0,6.0,Nororiente,1032.11
5,4.0,260.0,536.0,4.0,Nororiente,1218.96
6,5.0,270.0,1315.0,2.0,Nororiente,1060.58
6,8.0,1046.0,4820.0,16.0,Norte,3381.05
5,5.0,362.0,1074.0,4.0,Nororiente,871.96
5,3.0,161.0,352.0,3.0,Suroriente,238.45
4,3.0,115.0,321.0,2.0,Surponiente,226.71
5,4.0,140.0,350.0,2.0,Norte,316.75
5,4.0,136.0,434.0,2.0,Norte,380.46
6,2.0,90.0,128.0,1.0,Surponiente,120.0
6,4.0,487.0,5022.0,5.0,Norte,889.75
7,6.0,600.0,1500.0,10.0,Nororiente,2135.4
7,7.0,544.0,1001.0,3.0,Nororiente,1708.32
5,7.0,550.0,1200.0,3.0,Nororiente,1761.7
8,7.0,690.0,1159.0,2.0,Nororiente,1957.45
5,4.0,280.0,700.0,2.0,Nororiente,1156.68
4,2.0,220.0,3858.0,6.0,Nororiente,1990.9
4,3.0,1355.0,4047.0,12.0,Nororiente,2669.25
5,4.0,160.0,276.0,2.0,Nororiente,729.6
3,3.0,100.0,369.0,2.0,Nororiente,565.88
5,5.0,440.0,1140.0,3.0,Nororiente,1957.45
4,4.0,582.0,1178.0,5.0,Nororiente,1601.55
4,3.0,280.0,736.0,2.0,Nororiente,1067.7
3,3.0,150.0,6000.0,5.0,Sur,252.69
4,2.0,350.0,5000.0,8.0,Sur,516.05
6,5.0,456.0,666.0,3.0,Nororiente,953.81
6,3.0,239.0,322.0,2.0,Nororiente,763.76
4,3.0,100.0,251.0,3.0,Nororiente,334.55
5,4.0,306.0,900.0,2.0,Nororiente,1138.88
5,4.0,200.0,450.0,4.0,Nororiente,619.27
3,2.0,100.0,348.0,2.0,Nororiente,498.26
5,4.0,371.0,905.0,5.0,Nororiente,1313.27
6,4.0,359.0,1630.0,5.0,Nororiente,1388.01
5,4.0,236.0,830.0,3.0,Nororiente,993.49
5,4.0,236.0,742.0,3.0,Nororiente,946.87
4,3.0,125.0,304.0,2.0,Nororiente,544.53
9,5.0,330.0,924.0,4.0,Nororiente,996.52
5,4.0,280.0,962.0,6.0,Nororiente,889.75
6,5.0,300.0,450.0,5.0,Nororiente,781.2
6,4.0,400.0,5188.0,13.0,Norte,765.18
6,4.0,190.0,250.0,2.0,Nororiente,704.68
3,2.0,90.0,250.0,2.0,Nororiente,355.9
4,3.0,110.0,149.0,3.0,Norte,185.0
3,3.0,89.0,130.0,2.0,Norte,213.54
4,1.0,120.0,120.0,2.0,Surponiente,119.08
3,3.0,89.0,130.0,2.0,Norte,213.54
3,2.0,81.0,140.0,2.0,Norte,188.63
3,3.0,81.0,171.0,2.0,Norte,209.63
4,5.0,337.0,2105.0,6.0,Nororiente,1637.14
4,3.0,132.0,100.0,2.0,Surponiente,183.47
3,2.0,120.0,202.0,2.0,Norte,67.62
3,4.0,210.0,539.0,4.0,Nororiente,650.0
6,5.0,244.0,400.0,4.0,Nororiente,587.24
4,3.0,172.0,341.0,3.0,Norponiente,225.28
7,4.0,280.0,828.0,6.0,Surponiente,914.66
4,2.0,240.0,1000.0,3.0,Suroriente,462.67
5,4.0,350.0,1400.0,8.0,Nororiente,1227.86
5,2.0,120.0,192.0,1.0,Sur,140.0
5,6.0,430.0,4350.0,6.0,Suroriente,1099.73
6,5.0,400.0,5595.0,8.0,Norte,708.24
5,7.0,780.0,5300.0,8.0,Norte,2135.4
4,3.0,220.0,5000.0,10.0,Norte,565.88
3,4.0,563.0,1202.0,4.0,Nororiente,1423.6
5,4.0,240.0,800.0,6.0,Nororiente,953.81
3,2.0,74.0,101.0,2.0,Surponiente,130.0
7,6.0,672.0,2910.0,10.0,Nororiente,1601.55
2,1.0,73.0,102.0,1.0,Suroriente,130.51
6,5.0,448.0,1590.0,5.0,Nororiente,1779.5
4,3.0,430.0,986.0,5.0,Nororiente,1128.2
7,5.0,1477.0,4443.0,20.0,Nororiente,3131.92
6,6.0,720.0,5048.0,10.0,Nororiente,2847.2
4,4.0,183.0,438.0,3.0,Norte,391.49
5,4.0,351.0,1200.0,4.0,Nororiente,1032.11
6,6.0,400.0,2860.0,11.0,Nororiente,2135.4
5,4.0,257.0,4700.0,4.0,Sur,639.59
4,3.0,215.0,820.0,2.0,Nororiente,871.96
2,1.0,70.0,102.0,1.0,Suroriente,130.51
6,7.0,494.0,1950.0,5.0,Nororiente,1601.55
5,6.0,356.0,809.0,5.0,Nororiente,1637.14
6,5.0,423.0,1368.0,7.0,Nororiente,1032.11
5,6.0,400.0,6900.0,16.0,Nororiente,1596.21
5,5.0,427.0,900.0,3.0,Nororiente,953.81
5,6.0,565.0,1614.0,5.0,Nororiente,1348.86
6,4.0,290.0,600.0,3.0,Nororiente,1067.7
5,2.0,200.0,620.0,6.0,Suroriente,533.85
2,2.0,136.0,260.0,3.0,Nororiente,462.67
4,3.0,180.0,605.0,2.0,Nororiente,694.0
5,2.0,78.0,90.0,2.0,Suroriente,76.45
4,3.0,254.0,635.0,2.0,Nororiente,864.84
3,3.0,140.0,630.0,2.0,Norte,450.21
3,1.0,65.0,68.0,1.0,Sur,69.9
4,2.0,220.0,450.0,1.0,Norte,220.09
3,3.0,140.0,300.0,2.0,Norte,391.49
3,2.0,75.0,80.0,1.0,Sur,80.08
6,3.0,354.0,354.0,4.0,Nororiente,556.98
4,3.0,240.0,500.0,3.0,Nororiente,815.01
3,2.0,107.0,267.0,2.0,Nororiente,409.28
5,4.0,180.0,280.0,2.0,Nororiente,560.54
4,3.0,140.0,294.0,2.0,Nororiente,516.05
4,4.0,180.0,280.0,1.0,Nororiente,586.88
4,4.0,267.0,293.0,2.0,Nororiente,516.05
4,4.0,470.0,1480.0,5.0,Nororiente,1993.04
5,4.0,180.0,280.0,2.0,Nororiente,560.54
4,3.0,170.0,350.0,3.0,Nororiente,494.7
5,4.0,187.0,280.0,1.0,Nororiente,548.09
3,4.0,160.0,400.0,2.0,Suroriente,427.08
4,4.0,180.0,250.0,2.0,Nororiente,658.42
4,4.0,170.0,500.0,2.0,Nororiente,850.6
4,3.0,140.0,294.0,2.0,Nororiente,516.05
4,4.0,400.0,260.0,2.0,Nororiente,815.01
4,3.0,250.0,370.0,4.0,Nororiente,690.45
4,3.0,250.0,370.0,4.0,Nororiente,694.0
6,7.0,340.0,3970.0,1.0,Norte,978.72
4,2.0,47.0,152.0,6.0,Surponiente,142.0
3,4.0,200.0,508.0,2.0,Nororiente,441.32
4,3.0,200.0,5000.0,7.0,Norte,554.85
4,4.0,270.0,1200.0,6.0,Nororiente,850.6
2,1.0,42.0,42.0,1.0,Norponiente,60.47
3,1.0,140.0,140.0,2.0,Norponiente,149.12
4,2.0,133.0,430.0,3.0,Nororiente,459.11
4,2.0,151.0,451.0,1.0,Nororiente,551.64
3,3.0,126.0,310.0,2.0,Nororiente,613.93
3,2.0,106.0,225.0,2.0,Nororiente,318.17
4,3.0,120.0,335.0,4.0,Nororiente,460.89
3,3.0,126.0,310.0,2.0,Nororiente,622.83
4,3.0,195.0,300.0,3.0,Nororiente,601.47
5,3.0,205.0,320.0,3.0,Nororiente,637.06
4,3.0,145.0,240.0,3.0,Nororiente,836.36
5,3.0,190.0,600.0,5.0,Nororiente,427.58
4,3.0,145.0,240.0,3.0,Nororiente,836.36
4,2.0,133.0,430.0,3.0,Nororiente,516.05
4,3.0,115.0,140.0,1.0,Norte,231.34
3,3.0,74.0,100.0,2.0,Suroriente,140.0
4,3.0,115.0,140.0,1.0,Norte,231.34
4,3.0,90.0,145.0,2.0,Suroriente,163.71
3,3.0,103.0,144.0,2.0,Nororiente,355.0
4,3.0,139.0,274.0,3.0,Nororiente,597.91
5,4.0,139.0,300.0,2.0,Nororiente,640.62
4,3.0,120.0,326.0,2.0,Surponiente,266.92
3,3.0,180.0,400.0,4.0,Surponiente,302.52
4,1.0,88.0,88.0,1.0,Norte,72.0
4,2.0,89.0,137.0,1.0,Norte,110.33
3,1.0,70.0,90.0,2.0,Norponiente,65.0
4,2.0,108.0,130.0,2.0,Suroriente,95.0
4,4.0,150.0,240.0,2.0,Nororiente,516.05
4,3.0,80.0,195.0,2.0,Suroriente,395.05
4,5.0,261.0,1000.0,7.0,Suroriente,640.62
4,3.0,140.0,401.0,2.0,Suroriente,375.47
4,2.0,87.0,144.0,1.0,Nororiente,295.0
3,2.0,100.0,180.0,2.0,Nororiente,329.21
2,1.0,42.0,190.0,3.0,Norponiente,62.0
4,2.0,144.0,180.0,1.0,Sur,97.0
4,2.0,110.0,200.0,4.0,Sur,120.29
4,3.0,85.0,129.0,2.0,Surponiente,129.8
4,2.0,127.0,129.0,1.0,Surponiente,122.8
4,2.0,160.0,200.0,1.0,Nororiente,533.49
5,4.0,240.0,600.0,2.0,Nororiente,800.78
7,5.0,350.0,1012.0,3.0,Nororiente,1565.96
4,3.0,136.0,412.0,2.0,Suroriente,384.37
3,3.0,140.0,420.0,2.0,Norte,391.49
4,3.0,144.0,530.0,4.0,Nororiente,708.24
5,3.0,140.0,500.0,2.0,Norte,284.36
4,3.0,240.0,5000.0,4.0,Suroriente,355.54
5,4.0,180.0,390.0,2.0,Nororiente,516.05
4,4.0,156.0,280.0,2.0,Suroriente,402.17
3,2.0,114.0,246.0,2.0,Nororiente,410.0
4,2.0,396.0,200.0,2.0,Nororiente,580.12
4,5.0,98.0,214.0,2.0,Nororiente,284.36
3,2.0,78.0,123.0,2.0,Sur,85.0
4,2.0,93.0,86.0,2.0,Suroriente,180.0
2,2.0,86.0,173.0,1.0,Suroriente,170.0
3,1.0,58.0,65.0,1.0,Suroriente,85.0
3,1.0,60.0,150.0,1.0,Suroriente,130.0
5,2.0,173.0,72.0,1.0,Suroriente,195.0
5,6.0,240.0,600.0,7.0,Suroriente,480.0
3,2.0,62.0,160.0,1.0,Suroriente,130.0
3,1.0,60.0,160.0,1.0,Surponiente,135.0
4,3.0,115.0,200.0,2.0,Suroriente,195.0
3,2.0,96.0,211.0,2.0,Nororiente,350.0
3,1.0,54.0,108.0,1.0,Suroriente,103.21
4,3.0,280.0,430.0,3.0,Nororiente,551.64
3,1.0,45.0,134.0,3.0,Surponiente,120.0
3,1.0,84.0,345.0,2.0,Nororiente,250.0
3,1.0,70.0,80.0,1.0,Norte,75.0
3,3.0,76.0,135.0,1.0,Norte,130.0
3,3.0,85.0,130.0,4.0,Suroriente,159.0
3,3.0,104.0,316.0,2.0,Suroriente,338.1
3,3.0,436.0,770.0,1.0,Norte,672.65
5,2.0,78.0,129.0,2.0,Suroriente,160.4
3,1.0,121.0,328.0,4.0,Surponiente,149.23
7,6.0,203.0,378.0,5.0,Norte,587.52
8,3.0,113.0,181.0,2.0,Suroriente,189.23
4,3.0,140.0,227.0,2.0,Suroriente,367.97
3,1.0,67.0,227.0,4.0,Suroriente,262.83
4,3.0,115.0,170.0,2.0,Norte,105.0
6,3.0,98.0,195.0,1.0,Norte,177.59
3,1.0,52.0,76.0,2.0,Suroriente,80.43
4,2.0,92.0,151.0,2.0,Suroriente,113.35
3,2.0,80.0,120.0,2.0,Suroriente,90.0
2,1.0,71.0,162.0,2.0,Norte,87.0
2,1.0,50.0,85.0,1.0,Suroriente,75.0
4,2.0,100.0,198.0,3.0,Surponiente,92.0
4,1.0,68.0,248.0,1.0,Surponiente,65.0
4,2.0,115.0,192.0,3.0,Norponiente,170.12
5,2.0,105.0,128.0,1.0,Suroriente,150.0
5,2.0,163.0,189.0,1.0,Nororiente,451.99
4,4.0,213.0,470.0,5.0,Nororiente,644.18
4,4.0,240.0,800.0,4.0,Nororiente,914.66
5,3.0,382.0,944.0,4.0,Nororiente,1388.01
3,2.0,68.0,130.0,2.0,Suroriente,145.92
3,2.0,119.0,270.0,3.0,Nororiente,391.13
4,2.0,190.0,408.0,4.0,Nororiente,334.55
3,2.0,128.0,233.0,3.0,Nororiente,391.49
4,4.0,271.0,817.0,2.0,Norte,694.0
5,4.0,231.0,446.0,4.0,Nororiente,672.65
6,5.0,250.0,627.0,1.0,Nororiente,1049.9
3,1.0,77.0,160.0,1.0,Nororiente,330.99
3,3.0,97.0,137.0,1.0,Suroriente,170.0
4,2.0,135.0,250.0,2.0,Sur,159.0
3,3.0,101.0,200.0,1.0,Suroriente,177.95
4,3.0,117.0,140.0,2.0,Surponiente,173.0
3,3.0,106.0,244.0,1.0,Suroriente,307.85
6,7.0,667.0,1510.0,4.0,Nororiente,1601.55
3,3.0,72.0,76.0,2.0,Suroriente,130.0
4,2.0,105.0,286.0,4.0,Nororiente,359.46
4,3.0,145.0,225.0,2.0,Suroriente,223.0
4,4.0,153.0,286.0,2.0,Nororiente,409.28
4,4.0,167.0,350.0,2.0,Norte,350.56
3,3.0,139.0,380.0,2.0,Norte,444.88
5,4.0,312.0,523.0,3.0,Nororiente,765.18
5,5.0,260.0,5000.0,10.0,Norte,960.93
4,3.0,239.0,160.0,3.0,Nororiente,473.35
6,4.0,192.0,347.0,4.0,Nororiente,569.44
4,4.0,171.0,208.0,2.0,Norte,217.1
5,3.0,194.0,200.0,1.0,Centro,355.9
4,2.0,133.0,405.0,2.0,Nororiente,426.72
5,5.0,343.0,800.0,5.0,Nororiente,1338.18
2,1.0,98.0,45.0,1.0,Sur,61.0
5,2.0,160.0,480.0,2.0,Norte,87.02
4,2.0,86.0,141.0,2.0,Suroriente,160.19
3,2.0,110.0,180.0,2.0,Sur,185.1
3,3.0,90.0,167.0,1.0,Norte,208.2
3,1.0,70.0,105.0,1.0,Sur,80.47
4,3.0,112.0,250.0,1.0,Suroriente,255.93
2,1.0,80.0,80.0,1.0,Suroriente,55.0
6,4.0,244.0,420.0,3.0,Nororiente,765.18
5,4.0,270.0,840.0,4.0,Nororiente,921.78
4,3.0,252.0,808.0,6.0,Nororiente,836.36
2,1.0,65.0,66.0,1.0,Suroriente,80.68
5,4.0,390.0,1680.0,7.0,Nororiente,1245.65
5,3.0,140.0,3752.0,2.0,Nororiente,462.67
4,3.0,150.0,220.0,2.0,Nororiente,516.05
4,4.0,200.0,515.0,2.0,Nororiente,882.63
6,5.0,466.0,1050.0,10.0,Nororiente,1352.42
3,3.0,165.0,375.0,2.0,Nororiente,555.2
3,3.0,140.0,250.0,2.0,Nororiente,519.61
4,3.0,146.0,204.0,2.0,Nororiente,373.7
3,5.0,214.0,524.0,8.0,Nororiente,1013.96
5,3.0,174.0,326.0,3.0,Nororiente,580.12
8,5.0,1400.0,5180.0,20.0,Nororiente,2313.35
4,3.0,194.0,200.0,2.0,Suroriente,240.0
4,5.0,357.0,1003.0,6.0,Nororiente,1131.76
6,4.0,340.0,680.0,6.0,Nororiente,996.52
5,4.0,280.0,585.0,3.0,Nororiente,1067.7
3,2.0,75.0,150.0,2.0,Nororiente,391.49
6,5.0,332.0,683.0,3.0,Nororiente,1032.11
4,4.0,271.0,5400.0,6.0,Surponiente,409.28
4,3.0,320.0,541.0,3.0,Nororiente,996.52
4,4.0,248.0,918.0,6.0,Nororiente,772.3
13,6.0,374.0,237.0,1.0,Centro,350.0
3,2.0,105.0,330.0,4.0,Sur,270.0
4,2.0,154.0,400.0,2.0,Nororiente,603.25
9,2.0,160.0,160.0,2.0,Norponiente,138.45
3,2.0,70.0,113.0,4.0,Surponiente,134.25
4,2.0,93.0,115.0,2.0,Suroriente,100.93
5,4.0,172.0,234.0,3.0,Nororiente,391.45
3,2.0,89.0,219.0,3.0,Suroriente,184.18
5,2.0,180.0,200.0,2.0,Norte,151.26
4,3.0,101.0,149.0,3.0,Suroriente,201.26
4,3.0,244.0,443.0,4.0,Nororiente,772.3
5,3.0,218.0,512.0,3.0,Norte,487.23
5,4.0,254.0,825.0,3.0,Nororiente,921.75
4,3.0,169.0,408.0,4.0,Nororiente,419.96
4,2.0,180.0,250.0,2.0,Norponiente,120.0
3,3.0,107.0,147.0,2.0,Surponiente,152.68
4,4.0,182.0,579.0,2.0,Norte,530.29
5,4.0,223.0,325.0,2.0,Nororiente,489.36
7,4.0,167.0,413.0,3.0,Nororiente,540.61
2,1.0,70.0,120.0,1.0,Norte,124.56
3,2.0,104.0,281.0,2.0,Nororiente,530.29
4,2.0,104.0,126.0,2.0,Surponiente,125.0
6,4.0,348.0,248.0,2.0,Nororiente,544.88
4,3.0,270.0,5000.0,5.0,Suroriente,448.43
3,3.0,62.0,126.0,6.0,Surponiente,115.0
3,3.0,208.0,400.0,5.0,Nororiente,622.83
4,4.0,80.0,120.0,1.0,Suroriente,213.54
4,2.0,120.0,154.0,2.0,Nororiente,496.48
4,1.0,84.0,150.0,1.0,Suroriente,134.0
4,4.0,164.0,362.0,2.0,Suroriente,444.88
5,5.0,252.0,560.0,2.0,Nororiente,1014.32
3,3.0,84.0,145.0,2.0,Surponiente,191.83
3,3.0,95.0,180.0,3.0,Surponiente,156.06
4,4.0,221.0,221.0,3.0,Nororiente,704.68
4,3.0,120.0,310.0,2.0,Sur,226.0
4,3.0,120.0,140.0,1.0,Sur,140.58
4,2.0,110.0,110.0,2.0,Suroriente,99.0
4,2.0,140.0,268.0,2.0,Nororiente,313.19
3,1.0,63.0,156.0,2.0,Surponiente,125.99
3,2.0,76.0,135.0,1.0,Suroriente,97.0
5,2.0,130.0,296.0,3.0,Norte,180.0
3,1.0,65.0,120.0,1.0,Norte,68.0
5,2.0,145.0,285.0,4.0,Sur,225.0
5,2.0,145.0,285.0,4.0,Sur,225.75
6,4.0,195.0,195.0,2.0,Surponiente,145.0
6,4.0,195.0,195.0,2.0,Surponiente,145.49
3,2.0,77.0,128.0,3.0,Norte,201.08
4,3.0,154.0,224.0,2.0,Nororiente,619.27
3,3.0,180.0,800.0,5.0,Norte,390.0
3,1.0,86.0,98.0,2.0,Surponiente,88.0
3,2.0,178.0,216.0,3.0,Norte,238.45
3,1.0,80.0,120.0,1.0,Suroriente,93.0
5,4.0,140.0,370.0,2.0,Suroriente,289.8
5,3.0,170.0,198.0,3.0,Suroriente,207.49
3,2.0,68.0,100.0,1.0,Surponiente,134.89
8,5.0,470.0,5600.0,15.0,Surponiente,295.04
4,2.0,103.0,194.0,2.0,Suroriente,176.17
1,2.0,70.0,70.0,1.0,Norte,135.24
5,3.0,140.0,205.0,3.0,Suroriente,201.08
3,2.0,111.0,136.0,1.0,Suroriente,137.99
3,3.0,94.0,120.0,3.0,Surponiente,160.16
3,3.0,94.0,140.0,3.0,Surponiente,160.16
4,3.0,72.0,138.0,1.0,Suroriente,135.0
5,7.0,336.0,5000.0,6.0,Norte,705.43
5,5.0,383.0,2180.0,12.0,Nororiente,1049.9
4,4.0,225.0,430.0,2.0,Norte,497.9
5,5.0,383.0,2180.0,12.0,Nororiente,1049.9
3,1.0,61.0,81.0,1.0,Suroriente,84.0
3,3.0,458.0,600.0,6.0,Suroriente,594.35
4,2.0,123.0,361.0,4.0,Suroriente,245.22
6,3.0,184.0,287.0,2.0,Nororiente,370.0
3,3.0,170.0,674.0,2.0,Norte,551.29
3,2.0,150.0,800.0,10.0,Norte,330.99
3,2.0,96.0,110.0,1.0,Sur,83.0
4,2.0,134.0,128.0,1.0,Suroriente,91.11
4,4.0,205.0,320.0,1.0,Nororiente,708.24
3,2.0,60.0,120.0,1.0,Sur,113.35
4,5.0,136.0,338.0,5.0,Nororiente,491.14
2,1.0,118.0,118.0,3.0,Sur,79.9
3,2.0,88.0,97.0,1.0,Surponiente,108.55
3,1.0,50.0,86.0,1.0,Sur,69.4
2,1.0,55.0,55.0,1.0,Surponiente,48.05
5,4.0,211.0,528.0,6.0,Nororiente,530.29
3,1.0,200.0,200.0,1.0,Surponiente,145.92
5,1.0,350.0,350.0,4.0,Surponiente,145.92
3,2.0,75.0,124.0,1.0,Surponiente,152.0
4,3.0,110.0,202.0,3.0,Sur,256.25
6,5.0,220.0,5000.0,2.0,Norte,391.13
4,2.0,115.0,200.0,1.0,Sur,150.0
4,3.0,200.0,800.0,3.0,Sur,245.0
5,1.0,110.0,363.0,1.0,Surponiente,238.0
2,1.0,45.0,85.0,1.0,Sur,77.0
3,1.0,49.0,82.0,1.0,Sur,70.0
3,2.0,65.0,117.0,1.0,Sur,140.0
2,1.0,51.0,98.0,1.0,Sur,80.0
4,4.0,270.0,400.0,2.0,Nororiente,943.14
3,2.0,80.0,240.0,2.0,Nororiente,366.58
6,3.0,166.0,166.0,1.0,Sur,320.31
5,1.0,200.0,200.0,2.0,Sur,155.0
3,2.0,55.0,58.0,1.0,Sur,63.0
2,1.0,47.0,47.0,3.0,Sur,85.0
3,1.0,102.0,121.0,2.0,Sur,93.0
5,4.0,140.0,170.0,2.0,Sur,149.0
3,2.0,111.0,111.0,1.0,Suroriente,209.63
5,7.0,180.0,380.0,3.0,Surponiente,382.59
4,3.0,300.0,5000.0,10.0,Norte,338.1
4,4.0,210.0,500.0,6.0,Nororiente,637.06
4,1.0,90.0,575.0,2.0,Surponiente,190.0
2,1.0,62.0,62.0,2.0,Sur,87.2
3,3.0,75.0,75.0,1.0,Sur,138.8
4,3.0,100.0,100.0,5.0,Sur,249.13
7,2.0,233.0,550.0,4.0,Nororiente,434.2
4,2.0,73.0,73.0,1.0,Suroriente,135.0
5,2.0,87.0,92.0,1.0,Norte,65.0
4,1.0,90.0,95.0,1.0,Norponiente,85.0
5,5.0,187.0,837.0,3.0,Suroriente,569.44
3,3.0,80.0,190.0,1.0,Norte,138.8
6,4.0,140.0,311.0,3.0,Nororiente,526.73
4,2.0,150.0,190.0,1.0,Nororiente,306.07
5,3.0,103.0,184.0,1.0,Nororiente,338.1
4,1.0,90.0,558.0,10.0,Norte,234.8
3,3.0,120.0,433.0,4.0,Nororiente,480.46
8,3.0,477.0,922.0,5.0,Nororiente,1067.7
6,7.0,1300.0,1300.0,4.0,Nororiente,1590.0
4,2.0,117.0,277.0,3.0,Nororiente,316.75
6,4.0,120.0,700.0,4.0,Nororiente,306.07
3,3.0,82.0,177.0,4.0,Suroriente,188.63
5,4.0,140.0,400.0,2.0,Nororiente,604.67
5,3.0,165.0,340.0,2.0,Suroriente,462.63
6,5.0,218.0,440.0,4.0,Nororiente,658.42
5,5.0,222.0,508.0,2.0,Norte,654.86
4,4.0,200.0,625.0,3.0,Suroriente,672.65
4,1.0,70.0,62.0,1.0,Norte,60.0
4,3.0,189.0,517.0,2.0,Nororiente,943.14
5,2.0,138.0,351.0,2.0,Norte,281.52
3,3.0,94.0,140.0,1.0,Norte,174.75
3,2.0,136.0,308.0,4.0,Nororiente,544.53
6,5.0,276.0,436.0,3.0,Nororiente,775.86
4,4.0,488.0,488.0,10.0,Nororiente,1708.32
3,1.0,76.0,89.0,1.0,Suroriente,85.0
3,1.0,84.0,160.0,2.0,Suroriente,139.0
3,1.0,72.0,171.0,1.0,Surponiente,135.0
3,3.0,140.0,140.0,1.0,Centro,581.9
6,3.0,350.0,525.0,4.0,Centro,526.41
3,1.0,72.0,112.0,1.0,Suroriente,98.94
2,1.0,60.0,80.0,1.0,Surponiente,67.27
3,2.0,65.0,60.0,1.0,Surponiente,86.84
3,3.0,90.0,167.0,2.0,Norte,117.09
5,2.0,140.0,275.0,3.0,Surponiente,136.52
4,2.0,140.0,140.0,2.0,Norponiente,120.12
3,3.0,140.0,200.0,2.0,Norte,256.25
3,1.0,80.0,276.0,1.0,Sur,55.0
4,2.0,98.0,133.0,2.0,Suroriente,120.0
3,2.0,65.0,102.0,1.0,Suroriente,135.0
2,1.0,45.0,45.0,1.0,Suroriente,68.0
3,2.0,80.0,110.0,1.0,Suroriente,130.0
4,1.0,50.0,87.0,1.0,Norponiente,75.0
3,2.0,60.0,145.0,2.0,Surponiente,121.01
2,2.0,51.0,51.0,2.0,Nororiente,150.0
3,3.0,72.0,156.0,2.0,Surponiente,129.0
4,2.0,85.0,100.0,1.0,Norponiente,88.0
3,2.0,58.0,140.0,1.0,Surponiente,150.0
6,2.0,120.0,160.0,1.0,Surponiente,160.0
4,1.0,72.0,100.0,1.0,Surponiente,77.0
4,2.0,120.0,160.0,2.0,Surponiente,130.0
3,3.0,66.0,118.0,1.0,Surponiente,137.73
3,3.0,90.0,180.0,1.0,Surponiente,160.0
4,2.0,86.0,134.0,3.0,Suroriente,96.0
5,3.0,150.0,200.0,4.0,Surponiente,190.0
3,2.0,80.0,128.0,2.0,Surponiente,95.0
4,2.0,130.0,198.0,1.0,Surponiente,125.0
4,4.0,220.0,351.0,3.0,Nororiente,516.05
4,4.0,156.0,320.0,2.0,Nororiente,491.14
3,1.0,78.0,78.0,1.0,Centro,55.16
3,1.0,89.0,110.0,1.0,Sur,95.59
3,3.0,81.0,201.0,1.0,Sur,137.95
3,2.0,94.0,577.0,4.0,Nororiente,565.88
6,5.0,268.0,6924.0,10.0,Norte,437.76
3,1.0,70.0,70.0,2.0,Sur,81.0
4,2.0,60.0,60.0,2.0,Sur,52.57
2,1.0,52.0,52.0,2.0,Sur,80.22
3,2.0,88.0,128.0,3.0,Norte,161.93
3,1.0,60.0,60.0,2.0,Suroriente,132.0
3,2.0,139.0,187.0,2.0,Nororiente,398.61
4,3.0,100.0,175.0,2.0,Suroriente,151.0
4,4.0,139.0,241.0,3.0,Nororiente,480.11
3,2.0,110.0,200.0,3.0,Suroriente,153.21
3,2.0,150.0,150.0,307.0,Surponiente,209.98
1,1.0,40.0,102.0,1.0,Sur,45.0
3,3.0,98.0,98.0,1.0,Norte,122.96
4,2.0,80.0,80.0,1.0,Sur,139.5
4,3.0,130.0,200.0,3.0,Sur,120.0
3,3.0,100.0,412.0,4.0,Sur,190.0
3,2.0,70.0,154.0,1.0,Suroriente,120.0
4,2.0,240.0,640.0,4.0,Sur,229.56
4,2.0,80.0,200.0,3.0,Nororiente,391.49
4,4.0,206.0,206.0,3.0,Nororiente,747.39
3,1.0,275.0,275.0,2.0,Surponiente,160.16
5,5.0,205.0,250.0,2.0,Nororiente,818.57
4,3.0,99.0,273.0,2.0,Norte,164.78
3,2.0,130.0,145.0,1.0,Surponiente,92.53
3,3.0,90.0,260.0,2.0,Surponiente,153.04
4,3.0,116.0,260.0,2.0,Surponiente,170.83
4,3.0,126.0,280.0,3.0,Surponiente,213.54
3,1.0,54.0,140.0,1.0,Surponiente,88.98
5,3.0,4500.0,4500.0,15.0,Sur,505.38
