,Sec_Centro,Sec_Nororiente,Sec_Norponiente,Sec_Norte,Sec_Sur,Sec_Suroriente,Sec_Surponiente,Dorms,Baths,Built Area,Total Area,Parking,Price_CLP_MM
1019,False,False,False,False,False,False,True,4,3.0,90.0,90.0,1.0,60.0
1020,False,False,False,False,False,False,True,3,3.0,57.0,57.0,1.0,119.0
1021,False,False,False,False,False,False,True,2,2.0,75.0,75.0,1.0,140.0
1022,False,False,False,False,False,True,False,3,1.0,100.0,100.0,3.0,140.0
1023,False,False,False,False,False,False,True,2,2.0,62.0,153.0,2.0,126.88
1024,False,False,False,False,False,True,False,3,3.0,105.0,310.0,2.0,409.28
1025,False,False,False,True,False,False,False,4,2.0,100.0,120.0,3.0,146.9
1026,False,False,False,False,False,True,False,3,2.0,69.0,88.0,2.0,160.16
1027,False,False,False,False,True,False,False,2,1.0,63.0,63.0,1.0,5.43
1028,True,False,False,False,False,False,False,3,1.0,58.0,58.0,1.0,106.77
1029,False,False,False,False,True,False,False,3,3.0,67.0,67.0,3.0,118.0
1030,False,True,False,False,False,False,False,5,6.0,550.0,1461.0,6.0,1494.78
1031,False,False,True,False,False,False,False,6,1.0,130.0,75.0,1.0,73.0
1032,False,False,True,False,False,False,False,4,2.0,157.0,160.0,1.0,125.0
1033,False,False,False,False,True,False,False,2,1.0,60.0,256.0,1.0,130.0
1034,False,False,False,False,False,True,False,4,4.0,153.0,875.0,4.0,605.03
1035,False,False,False,False,False,True,False,4,2.0,95.0,109.0,2.0,177.24
1036,False,False,False,False,False,False,True,3,1.0,51.0,63.0,1.0,73.0
1037,False,True,False,False,False,False,False,5,4.0,150.0,200.0,2.0,419.96
1038,False,False,False,False,False,False,True,3,2.0,80.0,80.0,4.0,160.0
1039,False,False,False,False,True,False,False,3,1.0,73.0,62.0,1.0,70.47
1040,False,True,False,False,False,False,False,4,2.0,160.0,200.0,1.0,551.64
1041,False,False,False,False,False,False,True,4,3.0,110.0,272.0,2.0,241.41
1042,False,False,False,False,False,False,True,3,2.0,150.0,228.0,2.0,145.92
1043,False,False,False,False,True,False,False,1,1.0,48.0,102.0,1.0,42.0
1044,False,False,False,True,False,False,False,4,2.0,90.0,130.0,1.0,167.27
1045,False,False,False,True,False,False,False,5,5.0,330.0,330.0,10.0,670.87
1046,True,False,False,False,False,False,False,6,5.0,450.0,1200.0,4.0,1096.17
1047,True,False,False,False,False,False,False,4,4.0,450.0,1100.0,5.0,1420.04
1048,True,False,False,False,False,False,False,5,3.0,300.0,1000.0,4.0,782.62
1049,False,False,False,True,False,False,False,3,1.0,100.0,500.0,8.0,250.0
1050,True,False,False,False,False,False,False,3,5.0,380.0,600.0,5.0,1601.19
1051,True,False,False,False,False,False,False,5,3.0,250.0,556.0,7.0,1420.04
1052,False,True,False,False,False,False,False,8,4.0,220.0,220.0,4.0,469.79
1053,False,False,False,False,False,False,True,3,1.0,95.0,87.0,1.0,99.65
1054,False,False,False,True,False,False,False,3,1.0,100.0,190.0,1.0,172.58
1055,False,True,False,False,False,False,False,4,2.0,143.0,348.0,2.0,350.0
1056,False,False,False,False,True,False,False,4,3.0,105.0,200.0,1.0,153.04
1057,False,False,True,False,False,False,False,3,1.0,107.0,135.0,2.0,142.0
1058,False,False,False,False,False,False,True,4,1.0,76.0,85.0,2.0,79.9
1059,False,True,False,False,False,False,False,5,2.0,202.0,574.0,2.0,480.46
1060,True,False,False,False,False,False,False,5,4.0,240.0,240.0,1.0,345.9
1061,False,False,False,False,False,True,False,3,2.0,58.0,90.0,1.0,78.0
1062,False,False,False,False,False,True,False,3,2.0,70.0,144.0,1.0,130.26
1063,False,False,False,False,False,False,True,3,3.0,98.0,180.0,2.0,183.29
1064,False,False,False,False,False,True,False,3,3.0,80.0,120.0,2.0,150.0
1065,False,False,False,False,False,True,False,3,2.0,98.0,98.0,2.0,105.0
1066,False,False,False,False,False,True,False,4,2.0,80.0,80.0,1.0,97.0
1067,False,True,False,False,False,False,False,1,1.0,37.0,37.0,1.0,135.24
1068,False,True,False,False,False,False,False,5,4.0,154.0,154.0,2.0,815.01
1069,False,False,False,False,False,False,True,3,3.0,90.0,90.0,2.0,153.04
1070,False,False,False,True,False,False,False,2,1.0,43.0,43.0,1.0,83.64
1071,False,False,False,False,False,False,True,3,2.0,90.0,110.0,2.0,124.0
1072,False,False,False,True,False,False,False,3,2.0,244.0,244.0,2.0,565.88
1073,False,False,False,True,False,False,False,4,4.0,380.0,380.0,6.0,601.47
1074,False,True,False,False,False,False,False,6,5.0,765.0,765.0,10.0,1708.32
1075,False,False,False,True,False,False,False,4,4.0,200.0,200.0,2.0,622.83
1076,False,False,False,True,False,False,False,3,3.0,204.0,204.0,2.0,533.85
1077,False,False,False,True,False,False,False,4,3.0,266.0,266.0,8.0,615.71
1078,False,False,False,True,False,False,False,4,4.0,197.0,197.0,2.0,597.91
1079,False,False,False,True,False,False,False,4,4.0,250.0,250.0,2.0,498.26
1080,False,False,False,True,False,False,False,3,3.0,193.0,193.0,4.0,491.14
1081,False,False,False,True,False,False,False,3,2.0,70.0,108.0,3.0,107.9
1082,False,False,False,True,False,False,False,5,4.0,260.0,260.0,5.0,455.55
1083,False,False,False,True,False,False,False,3,4.0,232.0,232.0,5.0,373.7
1084,False,False,False,True,False,False,False,3,3.0,140.0,140.0,2.0,437.76
1085,False,False,False,True,False,False,False,5,6.0,680.0,680.0,13.0,978.72
1086,False,False,False,True,False,False,False,6,5.0,375.0,375.0,12.0,960.93
1087,False,False,False,True,False,False,False,4,4.0,271.0,271.0,13.0,800.78
1088,False,False,False,True,False,False,False,3,4.0,350.0,350.0,2.0,708.24
1089,False,False,False,True,False,False,False,4,4.0,354.0,354.0,6.0,694.0
1090,False,False,False,True,False,False,False,3,3.0,262.0,262.0,4.0,669.09
1091,False,False,False,True,False,False,False,4,4.0,230.0,230.0,2.0,629.94
1092,False,False,False,True,False,False,False,4,4.0,180.0,180.0,8.0,480.46
1093,False,False,False,True,False,False,False,3,3.0,173.0,173.0,2.0,314.97
1094,False,False,False,True,False,False,False,5,5.0,404.0,404.0,1.0,708.24
1095,False,False,False,True,False,False,False,5,3.0,400.0,400.0,10.0,708.24
1096,False,False,False,True,False,False,False,3,5.0,386.0,386.0,6.0,604.67
1097,False,False,False,True,False,False,False,5,5.0,272.0,272.0,1.0,494.7
1098,False,False,False,True,False,False,False,5,5.0,516.0,516.0,11.0,1334.62
1099,False,False,False,True,False,False,False,5,6.0,400.0,400.0,15.0,836.36
1100,False,False,False,True,False,False,False,5,4.0,450.0,450.0,2.0,1067.7
1101,False,False,False,True,False,False,False,4,4.0,471.0,471.0,1.0,462.67
1102,False,True,False,False,False,False,False,4,4.0,140.0,250.0,2.0,384.37
1103,False,False,False,False,False,False,True,3,2.0,75.0,190.0,2.0,155.0
1104,False,False,False,False,True,False,False,2,1.0,52.0,110.0,1.0,78.3
1105,False,False,False,True,False,False,False,2,1.0,80.0,97.0,2.0,93.25
1106,False,False,False,True,False,False,False,4,1.0,75.0,120.0,2.0,89.9
1107,False,False,False,False,False,False,True,3,3.0,116.0,116.0,2.0,170.83
1108,True,False,False,False,False,False,False,2,2.0,49.0,58.0,1.0,188.63
1109,False,True,False,False,False,False,False,9,4.0,350.0,350.0,4.0,622.83
1110,False,False,False,False,False,False,True,4,1.0,105.0,294.0,4.0,150.0
1111,False,False,False,False,False,True,False,3,2.0,68.0,188.0,1.0,142.0
1112,False,False,False,False,False,True,False,3,2.0,145.0,62.0,2.0,134.53
1113,False,False,False,True,False,False,False,4,2.0,100.0,198.0,3.0,129.9
1114,False,False,False,False,False,False,True,3,3.0,66.0,141.0,2.0,132.0
1115,False,False,False,True,False,False,False,5,2.0,100.0,100.0,1.0,107.62
1116,False,False,False,False,False,False,True,3,2.0,106.0,106.0,1.0,97.45
1117,False,False,False,False,False,True,False,4,3.0,116.0,209.0,1.0,199.3
1118,False,False,False,True,False,False,False,3,2.0,77.0,120.0,2.0,132.9
1119,False,False,False,False,False,True,False,2,2.0,3101.0,3101.0,6.0,240.0
1120,False,False,False,False,True,False,False,3,2.0,476.0,476.0,4.0,298.0
1121,False,False,False,False,False,False,True,2,2.0,65.0,179.0,2.0,102.0
1122,False,False,False,False,False,False,True,2,2.0,55.0,55.0,3.0,110.0
1123,False,False,False,False,True,False,False,4,1.0,61.0,61.0,1.0,60.0
1124,False,True,False,False,False,False,False,4,4.0,230.0,283.0,2.0,800.78
1125,False,True,False,False,False,False,False,3,2.0,100.0,100.0,2.0,400.0
1126,False,True,False,False,False,False,False,7,6.0,670.0,1100.0,4.0,1743.87
1127,False,False,False,False,False,True,False,3,2.0,90.0,230.0,2.0,201.26
1128,False,False,False,True,False,False,False,4,4.0,250.0,250.0,4.0,779.42
1129,False,False,False,True,False,False,False,3,2.0,62.0,88.0,2.0,84.9
1130,False,False,False,False,False,True,False,5,4.0,213.0,292.0,7.0,286.0
1131,False,False,False,False,False,True,False,3,2.0,94.0,94.0,2.0,145.39
1132,False,False,False,True,False,False,False,2,1.0,60.0,95.0,3.0,79.9
1133,False,False,False,False,False,True,False,3,1.0,65.0,65.0,1.0,89.69
1134,False,False,False,True,False,False,False,3,3.0,110.0,270.0,2.0,170.83
1135,False,False,False,True,False,False,False,3,3.0,120.0,220.0,2.0,220.66
1136,False,False,False,False,False,True,False,3,1.0,78.0,78.0,1.0,72.0
1137,False,False,False,False,False,True,False,3,1.0,65.0,77.0,2.0,105.0
1138,False,False,False,False,False,True,False,3,2.0,100.0,576.0,20.0,491.14
1139,False,False,True,False,False,False,False,6,3.0,114.0,162.0,2.0,115.0
1140,False,False,False,False,False,True,False,3,3.0,85.0,162.0,1.0,117.0
1141,False,True,False,False,False,False,False,4,2.0,100.0,245.0,2.0,291.84
1142,False,True,False,False,False,False,False,3,3.0,105.0,267.0,2.0,403.95
1143,False,True,False,False,False,False,False,6,4.0,618.0,618.0,7.0,1601.55
1144,False,True,False,False,False,False,False,5,2.0,150.0,200.0,1.0,551.64
1145,False,False,False,False,False,True,False,2,4.0,140.0,347.0,1.0,391.49
1146,False,False,False,False,False,False,True,3,2.0,71.0,135.0,2.0,130.97
1147,False,False,False,False,False,True,False,5,4.0,180.0,426.0,1.0,355.9
1148,False,False,False,True,False,False,False,4,2.0,295.0,295.0,3.0,240.0
1149,False,False,False,False,True,False,False,3,2.0,86.0,155.0,2.0,130.0
1150,False,False,True,False,False,False,False,2,1.0,50.0,62.0,1.0,69.4
1151,False,False,False,True,False,False,False,3,1.0,74.0,162.0,1.0,126.49
1152,False,False,False,True,False,False,False,6,2.0,160.0,204.0,1.0,132.0
1153,False,False,False,False,True,False,False,4,1.0,80.0,90.0,2.0,60.0
1154,False,False,True,False,False,False,False,5,2.0,109.0,285.0,2.0,250.0
1155,False,False,False,False,False,False,True,5,3.0,110.0,110.0,1.0,140.0
1156,False,True,False,False,False,False,False,4,4.0,241.0,3400.0,6.0,1014.32
1157,False,False,False,False,False,True,False,3,2.0,75.0,75.0,2.0,130.0
1158,False,False,False,False,False,True,False,2,2.0,70.0,70.0,1.0,98.0
1159,False,False,False,False,False,True,False,4,2.0,100.0,160.0,2.0,138.0
1160,False,False,False,False,False,True,False,4,2.0,100.0,160.0,2.0,139.0
1161,False,False,False,False,False,True,False,3,1.0,162.0,162.0,3.0,150.0
1162,False,False,False,False,True,False,False,5,2.0,245.0,245.0,6.0,410.0
1163,True,False,False,False,False,False,False,4,3.0,200.0,200.0,2.0,226.0
1164,True,False,False,False,False,False,False,5,3.0,122.0,374.0,2.0,248.0
1165,True,False,False,False,False,False,False,4,4.0,172.0,192.0,2.0,302.73
1166,True,False,False,False,False,False,False,6,3.0,250.0,400.0,5.0,320.0
1167,True,False,False,False,False,False,False,3,3.0,81.0,152.0,2.0,157.0
1168,True,False,False,False,False,False,False,4,3.0,83.0,123.0,2.0,170.59
1169,False,False,False,False,False,False,True,4,3.0,114.0,153.0,4.0,235.43
1170,False,False,False,False,False,False,True,3,2.0,140.0,140.0,1.0,142.29
1171,False,False,False,False,False,True,False,3,1.0,69.0,125.0,2.0,80.0
1172,False,False,False,False,False,False,True,4,1.0,68.0,128.0,1.0,80.0
1173,False,False,False,False,False,True,False,2,1.0,90.0,80.0,1.0,87.0
1174,False,False,False,False,True,False,False,3,1.0,60.0,69.0,1.0,42.0
1175,False,False,False,False,True,False,False,3,2.0,54.0,94.0,2.0,80.0
1176,False,False,False,False,False,True,False,3,2.0,70.0,121.0,2.0,142.0
1177,False,False,False,False,False,True,False,2,1.0,60.0,70.0,1.0,83.99
1178,False,False,False,False,False,True,False,4,3.0,123.0,159.0,2.0,199.27
1179,False,True,False,False,False,False,False,3,5.0,600.0,1800.0,4.0,2135.4
1180,False,True,False,False,False,False,False,6,5.0,458.0,1311.0,4.0,1064.14
1181,False,False,False,False,True,False,False,3,3.0,90.0,163.0,1.0,138.45
1182,True,False,False,False,False,False,False,3,1.0,47.0,94.0,1.0,80.0
1183,False,False,False,False,True,False,False,3,3.0,96.0,201.0,2.0,220.66
1184,False,False,True,False,False,False,False,2,1.0,90.0,90.0,2.0,100.0
1185,False,False,False,False,False,True,False,2,1.0,52.0,74.0,2.0,75.0
1186,False,False,False,False,False,True,False,5,2.0,230.0,510.0,6.0,650.0
1187,False,False,True,False,False,False,False,4,2.0,165.0,210.0,1.0,150.0
1188,False,False,False,False,True,False,False,4,1.0,95.0,167.0,1.0,117.0
1189,False,False,False,True,False,False,False,4,5.0,240.0,650.0,3.0,747.39
1190,False,True,False,False,False,False,False,4,3.0,250.0,1200.0,4.0,836.19
1191,False,True,False,False,False,False,False,4,3.0,280.0,5500.0,6.0,765.18
1192,False,True,False,False,False,False,False,4,2.0,216.0,237.0,2.0,630.0
1193,False,True,False,False,False,False,False,2,1.0,120.0,709.0,3.0,578.34
1194,False,True,False,False,False,False,False,7,4.0,335.0,182.0,4.0,426.72
1195,False,True,False,False,False,False,False,4,2.0,104.0,420.0,2.0,419.96
1196,False,False,False,False,False,True,False,5,3.0,148.0,272.0,4.0,302.52
1197,False,False,False,False,False,True,False,4,3.0,116.0,236.0,3.0,277.6
1198,False,False,False,True,False,False,False,3,3.0,140.0,460.0,5.0,408.93
1199,False,False,False,False,False,True,False,2,1.0,60.0,80.0,2.0,90.0
1200,False,False,False,True,False,False,False,3,3.0,100.0,258.0,5.0,125.0
1201,False,False,False,False,False,False,True,3,2.0,70.0,80.0,1.0,75.81
1202,False,False,False,False,False,True,False,3,2.0,178.0,178.0,2.0,191.83
1203,False,False,False,False,False,False,True,4,4.0,280.0,5070.0,8.0,328.07
1204,False,False,False,False,False,False,True,4,2.0,110.0,170.0,3.0,160.9
1205,False,False,False,True,False,False,False,3,1.0,64.0,390.0,8.0,300.0
1206,False,False,False,False,False,True,False,2,1.0,45.0,60.0,1.0,85.0
1207,False,False,False,False,False,False,True,4,3.0,108.0,124.0,2.0,157.24
1208,False,False,False,True,False,False,False,4,3.0,160.0,210.0,2.0,270.48
1209,False,True,False,False,False,False,False,6,5.0,210.0,700.0,2.0,782.98
1210,False,False,False,True,False,False,False,5,5.0,400.0,5000.0,12.0,889.75
1211,False,False,False,True,False,False,False,4,4.0,285.0,800.0,2.0,800.78
1212,False,False,False,False,False,False,True,3,1.0,122.0,180.0,2.0,140.0
1213,False,False,False,True,False,False,False,3,4.0,139.0,230.0,1.0,320.31
1214,False,False,False,False,True,False,False,4,3.0,130.0,180.0,2.0,218.88
1215,False,False,False,False,False,True,False,3,2.0,50.0,110.0,2.0,90.0
1216,False,True,False,False,False,False,False,4,4.0,2080.0,369.0,3.0,1063.07
1217,False,False,False,True,False,False,False,3,4.0,197.0,4800.0,3.0,530.29
1218,False,False,False,False,False,True,False,3,2.0,93.0,163.0,1.0,138.45
1219,False,False,False,False,True,False,False,3,3.0,180.0,329.0,3.0,234.89
1220,False,False,False,False,False,False,True,3,2.0,92.0,170.0,2.0,162.0
1221,False,False,False,True,False,False,False,3,3.0,92.0,128.0,1.0,160.16
1222,False,False,True,False,False,False,False,4,1.0,90.0,160.0,3.0,132.0
1223,False,False,False,False,True,False,False,7,3.0,100.0,130.0,1.0,85.0
1224,False,False,False,False,False,True,False,4,3.0,198.0,837.0,5.0,590.0
1225,False,False,False,False,False,False,True,4,2.0,80.0,90.0,2.0,105.0
1226,False,False,False,False,False,False,True,5,3.0,225.0,340.0,3.0,316.75
1227,False,False,False,False,True,False,False,4,3.0,200.0,489.0,5.0,373.7
1228,False,False,False,True,False,False,False,4,4.0,240.0,4800.0,3.0,743.83
1229,False,False,False,False,False,False,True,3,2.0,139.0,149.0,2.0,186.95
1230,False,False,False,True,False,False,False,4,4.0,264.0,5017.0,2.0,515.7
1231,False,False,False,False,False,False,True,4,1.0,119.0,156.0,1.0,147.7
1232,False,False,True,False,False,False,False,3,2.0,125.0,165.0,2.0,95.0
1233,False,False,False,False,False,True,False,8,2.0,139.0,162.0,2.0,105.0
1234,False,True,False,False,False,False,False,3,2.0,139.0,139.0,1.0,234.89
1235,False,False,False,False,True,False,False,6,2.0,429.0,429.0,2.0,370.14
1236,False,False,False,True,False,False,False,5,2.0,876.0,876.0,6.0,749.0
1237,False,False,False,False,False,False,True,5,2.0,150.0,150.0,3.0,197.28
1238,False,False,False,False,False,True,False,4,3.0,209.0,209.0,2.0,199.3
1239,False,False,False,False,False,False,True,4,3.0,80.0,80.0,1.0,150.3
1240,False,False,False,True,False,False,False,4,2.0,130.0,252.0,4.0,266.57
1241,False,False,False,False,False,False,True,3,2.0,85.0,223.0,3.0,183.5
1242,False,True,False,False,False,False,False,8,3.0,228.0,350.0,10.0,577.7
1243,False,False,False,False,False,False,True,3,4.0,180.0,200.0,3.0,331.49
1244,False,False,False,False,False,False,True,3,2.0,75.0,100.0,1.0,77.23
1245,False,True,False,False,False,False,False,5,3.0,183.0,270.0,4.0,676.21
1246,False,False,False,False,False,True,False,4,1.0,100.0,130.0,3.0,85.59
1247,False,False,False,True,False,False,False,4,3.0,125.0,162.0,3.0,231.34
1248,False,False,True,False,False,False,False,2,1.0,6388.0,70.0,1.0,100.0
1249,False,False,False,True,False,False,False,4,2.0,95.0,100.0,1.0,81.61
1250,False,False,False,False,False,True,False,3,3.0,127.0,287.0,3.0,308.57
1251,False,True,False,False,False,False,False,4,2.0,98.0,360.0,2.0,288.28
1252,False,False,False,False,True,False,False,4,3.0,98.0,105.0,1.0,128.0
1253,False,False,False,False,False,False,True,2,1.0,50.0,60.0,1.0,82.0
1254,False,False,False,False,True,False,False,3,1.0,67.0,101.0,1.0,72.0
1255,False,False,False,False,False,True,False,4,2.0,71.0,171.0,2.0,105.2
1256,False,False,False,False,True,False,False,2,2.0,44.0,63.0,1.0,54.0
1257,False,False,False,False,True,False,False,3,1.0,56.0,114.0,2.0,69.47
1258,False,False,True,False,False,False,False,3,2.0,150.0,180.0,2.0,120.0
1259,False,False,False,True,False,False,False,2,2.0,57.0,77.0,2.0,54.9
1260,False,False,False,True,False,False,False,4,3.0,99.0,273.0,2.0,160.0
1261,False,False,False,False,False,False,True,3,4.0,254.0,1100.0,3.0,516.05
1262,False,False,False,False,False,True,False,4,4.0,250.0,400.0,4.0,451.99
1263,False,True,False,False,False,False,False,4,2.0,147.0,310.0,2.0,462.67
1264,False,False,False,False,True,False,False,8,8.0,562.0,5000.0,12.0,708.24
1265,False,False,False,False,False,False,True,3,2.0,119.0,600.0,7.0,393.13
1266,False,True,False,False,False,False,False,3,3.0,144.0,200.0,2.0,489.36
1267,False,False,False,False,False,False,True,3,2.0,75.0,124.0,1.0,152.0
1268,False,False,False,False,False,True,False,4,3.0,140.0,513.0,2.0,508.94
1269,False,False,False,False,False,True,False,4,2.0,86.0,80.0,1.0,78.0
1270,False,True,False,False,False,False,False,4,2.0,100.0,218.0,2.0,297.18
1271,False,False,False,False,False,True,False,5,3.0,146.0,182.0,1.0,133.82
1272,False,True,False,False,False,False,False,8,6.0,267.0,400.0,4.0,745.43
1273,False,False,False,True,False,False,False,4,2.0,80.0,150.0,1.0,121.01
1274,False,True,False,False,False,False,False,3,3.0,137.0,293.0,2.0,327.29
1275,False,True,False,False,False,False,False,4,3.0,140.0,297.0,2.0,516.05
1276,False,False,False,False,False,True,False,5,4.0,230.0,400.0,2.0,419.96
1277,False,False,False,False,False,True,False,4,4.0,135.0,185.0,2.0,270.48
1278,False,False,False,False,False,False,True,4,5.0,300.0,5000.0,3.0,532.07
1279,False,False,False,True,False,False,False,5,5.0,269.0,4485.0,5.0,775.86
1280,False,False,False,True,False,False,False,4,3.0,200.0,680.0,2.0,526.73
1281,False,False,False,True,False,False,False,3,4.0,140.0,426.0,6.0,516.05
1282,False,False,False,False,False,True,False,4,3.0,139.0,214.0,1.0,200.0
1283,False,False,False,False,False,True,False,4,1.0,54.0,92.0,1.0,65.0
1284,False,True,False,False,False,False,False,4,3.0,220.0,320.0,3.0,480.11
1285,False,True,False,False,False,False,False,3,2.0,124.0,270.0,2.0,245.57
1286,False,True,False,False,False,False,False,4,3.0,125.0,222.0,1.0,387.93
1287,False,True,False,False,False,False,False,4,2.0,180.0,215.0,4.0,280.0
1288,False,True,False,False,False,False,False,5,4.0,283.0,703.0,1.0,772.3
1289,False,True,False,False,False,False,False,3,1.0,69.0,200.0,2.0,327.43
1290,False,False,True,False,False,False,False,4,2.0,423.0,423.0,2.0,365.0
1291,False,True,False,False,False,False,False,5,3.0,168.0,368.0,2.0,615.71
1292,False,False,False,True,False,False,False,4,3.0,109.0,400.0,2.0,266.92
1293,False,False,True,False,False,False,False,4,3.0,103.0,204.0,2.0,238.45
1294,False,False,False,False,False,True,False,3,2.0,155.0,144.0,2.0,205.18
1295,False,False,False,False,False,True,False,3,2.0,67.0,144.0,1.0,139.51
1296,False,False,False,False,False,True,False,4,3.0,140.0,277.0,2.0,373.34
1297,False,True,False,False,False,False,False,4,4.0,156.0,300.0,2.0,526.73
1298,False,False,False,False,False,True,False,3,2.0,76.0,172.0,2.0,155.0
1299,False,False,False,False,False,False,True,3,3.0,76.0,124.0,3.0,132.0
1300,False,False,False,False,False,False,True,3,3.0,85.0,147.0,2.0,190.0
1301,False,False,False,False,False,True,False,3,1.0,80.0,80.0,3.0,110.0
1302,False,True,False,False,False,False,False,3,3.0,123.0,180.0,4.0,460.18
1303,False,True,False,False,False,False,False,6,4.0,361.0,668.0,4.0,765.18
1304,False,True,False,False,False,False,False,5,3.0,199.0,354.0,4.0,556.98
1305,False,False,False,True,False,False,False,3,3.0,104.0,125.0,1.0,142.32
1306,False,False,False,False,True,False,False,3,2.0,110.0,270.0,2.0,160.16
1307,False,False,False,False,False,True,False,3,2.0,70.0,142.0,1.0,158.0
1308,False,True,False,False,False,False,False,5,3.0,234.0,476.0,5.0,832.81
1309,False,True,False,False,False,False,False,3,3.0,270.0,5000.0,8.0,779.42
1310,False,True,False,False,False,False,False,7,7.0,520.0,820.0,7.0,1204.72
1311,False,True,False,False,False,False,False,3,1.0,102.0,246.0,1.0,220.0
1312,False,True,False,False,False,False,False,4,3.0,300.0,900.0,2.0,704.68
1313,False,True,False,False,False,False,False,6,5.0,420.0,770.0,5.0,886.19
1314,False,True,False,False,False,False,False,4,4.0,235.0,440.0,3.0,921.78
1315,False,True,False,False,False,False,False,5,3.0,133.0,240.0,1.0,444.88
1316,False,False,False,False,False,True,False,4,2.0,95.0,120.0,1.0,95.0
1317,False,False,False,False,True,False,False,5,3.0,70.0,120.0,1.0,160.0
1318,False,True,False,False,False,False,False,5,5.0,340.0,1000.0,3.0,911.1
1319,False,True,False,False,False,False,False,4,3.0,137.0,327.0,3.0,472.99
1320,False,False,False,False,False,True,False,3,3.0,132.0,169.0,3.0,165.0
1321,False,False,False,False,False,False,True,3,2.0,82.0,108.0,1.0,129.0
1322,False,False,False,False,False,False,True,2,1.0,47.0,86.0,1.0,78.0
1323,False,False,False,False,False,False,True,2,1.0,55.0,121.0,2.0,85.0
1324,False,False,False,False,True,False,False,4,2.0,99.0,147.0,1.0,120.0
1325,False,False,True,False,False,False,False,6,2.0,168.0,290.0,2.0,200.0
1326,False,False,False,True,False,False,False,4,3.0,120.0,180.0,2.0,156.6
1327,False,False,False,False,False,False,True,3,3.0,66.0,141.0,2.0,125.0
1328,False,False,False,False,False,True,False,4,4.0,140.0,500.0,3.0,498.26
1329,False,True,False,False,False,False,False,4,2.0,86.0,193.0,2.0,341.66
1330,False,False,False,False,False,False,True,3,3.0,70.0,100.0,1.0,110.0
1331,False,False,False,False,False,False,True,7,3.0,132.0,142.0,1.0,132.0
1332,False,False,True,False,False,False,False,3,1.0,102.0,162.0,2.0,98.0
1333,False,True,False,False,False,False,False,5,4.0,301.0,1102.0,4.0,1067.7
1334,False,False,False,False,False,False,True,3,2.0,90.0,140.0,1.0,135.0
1335,False,False,False,False,True,False,False,6,5.0,237.0,594.0,2.0,480.46
1336,False,False,False,False,False,True,False,5,6.0,300.0,880.0,4.0,704.68
1337,False,True,False,False,False,False,False,4,3.0,352.0,734.0,9.0,1067.7
1338,False,False,False,True,False,False,False,3,2.0,75.0,200.0,2.0,124.56
1339,False,False,False,False,False,False,True,3,1.0,55.0,100.0,1.0,91.0
1340,False,False,False,False,False,False,True,3,3.0,100.0,110.0,2.0,168.34
1341,False,True,False,False,False,False,False,3,2.0,130.0,264.0,2.0,444.88
1342,False,False,False,False,False,True,False,3,3.0,110.0,380.0,4.0,336.33
1343,False,False,False,False,True,False,False,3,1.0,92.0,252.0,2.0,125.0
1344,False,False,True,False,False,False,False,5,1.0,102.0,160.0,1.0,100.0
1345,False,False,False,False,False,False,True,4,3.0,110.0,165.0,2.0,175.8
1346,False,False,False,False,True,False,False,3,2.0,90.0,160.0,1.0,88.6
1347,False,False,True,False,False,False,False,2,1.0,70.0,162.0,1.0,80.0
1348,False,False,False,False,False,True,False,3,1.0,62.0,121.0,3.0,90.0
1349,False,False,False,True,False,False,False,4,3.0,120.0,210.0,2.0,227.78
1350,False,False,False,False,False,True,False,3,3.0,94.0,180.0,2.0,170.83
1351,False,False,False,False,False,True,False,3,3.0,94.0,154.0,2.0,176.17
1352,False,False,False,False,False,True,False,3,3.0,94.0,200.0,2.0,176.17
1353,False,False,False,False,False,True,False,4,3.0,72.0,120.0,1.0,144.9
1354,False,False,False,False,False,True,False,5,3.0,81.0,162.0,1.0,140.0
1355,False,False,True,False,False,False,False,3,1.0,76.0,204.0,2.0,125.0
1356,False,False,False,False,True,False,False,4,2.0,122.0,104.0,3.0,105.84
1357,False,False,False,False,False,False,True,4,3.0,78.0,192.0,3.0,175.0
1358,False,True,False,False,False,False,False,3,1.0,85.0,285.0,2.0,427.08
1359,False,False,False,False,True,False,False,3,2.0,60.0,100.0,2.0,60.0
1360,False,False,False,False,False,False,True,5,3.0,110.0,225.0,3.0,110.0
1361,False,False,True,False,False,False,False,4,2.0,72.0,75.0,1.0,110.0
1362,False,False,False,False,False,False,True,3,1.0,58.0,282.0,2.0,165.0
1363,False,False,False,False,True,False,False,3,1.0,50.0,118.0,3.0,63.0
1364,False,False,False,False,False,True,False,3,2.0,57.0,149.0,3.0,118.0
1365,False,False,False,False,True,False,False,3,1.0,50.0,118.0,1.0,65.0
1366,False,False,False,False,False,True,False,3,1.0,90.0,120.0,1.0,131.68
1367,False,False,False,False,True,False,False,3,2.0,125.0,112.0,1.0,125.0
1368,False,False,False,False,False,True,False,4,3.0,120.0,313.0,1.0,320.31
1369,False,False,False,False,False,False,True,3,2.0,84.0,128.0,2.0,142.0
1370,False,True,False,False,False,False,False,5,3.0,380.0,800.0,5.0,1138.88
1371,False,False,False,True,False,False,False,4,2.0,74.0,87.0,2.0,65.0
1372,False,False,False,False,False,True,False,4,1.0,148.0,148.0,1.0,220.0
1373,False,True,False,False,False,False,False,4,3.0,280.0,640.0,4.0,932.46
